Carton;Estado;Linea A;Linea B;Linea C;Comprador;Localidad;Pago
0775;DISPONIBLE;06 - 11 - 14 - 28 - 41 - 59 - 62 - 77 - 78 - 90;08 - 14 - 31 - 36 - 43 - 49 - 50 - 83 - 87 - 89;;;;
0776;DISPONIBLE;19 - 20 - 25 - 28 - 40 - 45 - 52 - 59 - 67 - 73;18 - 21 - 25 - 59 - 61 - 67 - 71 - 77 - 79 - 90;;;;
0777;DISPONIBLE;08 - 17 - 21 - 30 - 33 - 36 - 46 - 49 - 56 - 68;04 - 09 - 19 - 29 - 43 - 63 - 66 - 69 - 84 - 85;;;;
0778;DISPONIBLE;13 - 35 - 42 - 62 - 65 - 66 - 75 - 83 - 84 - 88;01 - 14 - 18 - 33 - 50 - 62 - 71 - 85 - 86 - 87;;;;
0779;DISPONIBLE;01 - 13 - 15 - 23 - 47 - 49 - 50 - 53 - 72 - 85;01 - 03 - 06 - 08 - 33 - 43 - 52 - 63 - 69 - 77;;;;
0780;DISPONIBLE;13 - 28 - 31 - 35 - 40 - 42 - 61 - 71 - 73 - 85;07 - 10 - 14 - 21 - 22 - 28 - 58 - 59 - 66 - 89;;;;
0781;DISPONIBLE;11 - 21 - 25 - 26 - 45 - 55 - 56 - 64 - 66 - 71;03 - 06 - 18 - 20 - 39 - 42 - 47 - 56 - 68 - 87;;;;
0782;DISPONIBLE;07 - 22 - 53 - 58 - 61 - 63 - 65 - 68 - 71 - 75;25 - 28 - 41 - 44 - 46 - 47 - 59 - 72 - 83 - 84;;;;
0783;DISPONIBLE;02 - 13 - 42 - 44 - 52 - 53 - 82 - 86 - 88 - 89;18 - 37 - 47 - 52 - 57 - 60 - 64 - 67 - 69 - 75;;;;
0784;DISPONIBLE;13 - 26 - 27 - 52 - 54 - 57 - 67 - 69 - 87 - 90;03 - 11 - 15 - 18 - 22 - 60 - 61 - 75 - 81 - 85;;;;
0785;DISPONIBLE;04 - 15 - 16 - 18 - 31 - 33 - 47 - 50 - 56 - 85;01 - 09 - 19 - 33 - 40 - 50 - 59 - 71 - 76 - 80;;;;
0786;DISPONIBLE;09 - 23 - 30 - 34 - 40 - 48 - 62 - 75 - 83 - 90;15 - 24 - 36 - 49 - 60 - 63 - 68 - 76 - 78 - 86;;;;
0787;DISPONIBLE;02 - 11 - 19 - 23 - 26 - 32 - 37 - 43 - 45 - 85;12 - 22 - 27 - 43 - 51 - 53 - 79 - 83 - 88 - 89;;;;
0788;DISPONIBLE;11 - 16 - 21 - 26 - 43 - 60 - 68 - 70 - 79 - 87;11 - 24 - 43 - 46 - 58 - 62 - 67 - 74 - 75 - 78;;;;
0789;DISPONIBLE;09 - 12 - 20 - 30 - 48 - 53 - 57 - 68 - 74 - 86;09 - 15 - 16 - 29 - 34 - 42 - 44 - 52 - 75 - 90;;;;
0790;DISPONIBLE;23 - 25 - 35 - 39 - 46 - 54 - 57 - 58 - 70 - 86;01 - 02 - 26 - 27 - 63 - 64 - 71 - 79 - 84 - 90;;;;
0791;DISPONIBLE;01 - 12 - 42 - 45 - 48 - 63 - 64 - 66 - 79 - 80;03 - 21 - 23 - 28 - 36 - 40 - 67 - 74 - 77 - 79;;;;
0792;DISPONIBLE;06 - 09 - 13 - 20 - 23 - 26 - 32 - 72 - 84 - 85;15 - 17 - 27 - 30 - 32 - 39 - 47 - 55 - 61 - 79;;;;
0793;DISPONIBLE;19 - 21 - 23 - 33 - 34 - 36 - 47 - 49 - 60 - 61;03 - 05 - 09 - 17 - 19 - 60 - 75 - 85 - 87 - 88;;;;
0794;DISPONIBLE;08 - 29 - 34 - 35 - 46 - 47 - 57 - 67 - 71 - 81;12 - 20 - 24 - 47 - 51 - 58 - 71 - 73 - 86 - 90;;;;
0795;DISPONIBLE;02 - 04 - 07 - 31 - 34 - 46 - 51 - 67 - 71 - 87;09 - 15 - 18 - 24 - 34 - 36 - 44 - 57 - 61 - 89;;;;
0796;DISPONIBLE;07 - 08 - 10 - 12 - 29 - 31 - 55 - 80 - 83 - 85;08 - 10 - 22 - 25 - 33 - 38 - 41 - 53 - 63 - 78;;;;
0797;DISPONIBLE;24 - 25 - 29 - 38 - 50 - 54 - 61 - 66 - 68 - 87;15 - 19 - 42 - 52 - 57 - 64 - 85 - 87 - 89 - 90;;;;
0798;DISPONIBLE;08 - 10 - 22 - 26 - 28 - 51 - 53 - 70 - 76 - 82;08 - 14 - 22 - 38 - 42 - 46 - 47 - 57 - 59 - 90;;;;
0799;DISPONIBLE;13 - 16 - 17 - 20 - 30 - 48 - 51 - 59 - 78 - 87;06 - 14 - 26 - 31 - 60 - 65 - 66 - 74 - 82 - 88;;;;
0800;DISPONIBLE;08 - 10 - 11 - 18 - 19 - 69 - 78 - 81 - 85 - 89;09 - 16 - 19 - 26 - 40 - 44 - 56 - 58 - 63 - 64;;;;
0801;DISPONIBLE;11 - 12 - 26 - 30 - 38 - 43 - 44 - 50 - 63 - 72;06 - 21 - 27 - 58 - 60 - 61 - 62 - 69 - 77 - 89;;;;
0802;DISPONIBLE;03 - 07 - 20 - 31 - 55 - 62 - 66 - 70 - 71 - 73;01 - 09 - 16 - 17 - 44 - 47 - 52 - 73 - 79 - 88;;;;
0803;DISPONIBLE;04 - 06 - 16 - 18 - 29 - 32 - 33 - 49 - 79 - 90;09 - 10 - 35 - 36 - 42 - 51 - 57 - 71 - 82 - 90;;;;
0804;DISPONIBLE;06 - 27 - 29 - 35 - 37 - 50 - 60 - 75 - 77 - 79;04 - 14 - 38 - 41 - 48 - 49 - 55 - 63 - 68 - 69;;;;
0805;DISPONIBLE;02 - 03 - 05 - 25 - 28 - 31 - 34 - 46 - 51 - 70;12 - 18 - 34 - 45 - 53 - 56 - 62 - 72 - 77 - 82;;;;
0806;DISPONIBLE;23 - 36 - 38 - 59 - 62 - 68 - 76 - 78 - 84 - 85;07 - 08 - 10 - 20 - 33 - 36 - 54 - 62 - 74 - 87;;;;
0807;DISPONIBLE;17 - 22 - 23 - 25 - 26 - 40 - 41 - 68 - 70 - 77;04 - 15 - 22 - 31 - 32 - 48 - 63 - 75 - 77 - 83;;;;
0808;DISPONIBLE;13 - 25 - 28 - 31 - 32 - 50 - 59 - 62 - 70 - 78;02 - 04 - 11 - 12 - 16 - 35 - 43 - 44 - 49 - 82;;;;
0809;DISPONIBLE;10 - 23 - 29 - 31 - 60 - 62 - 64 - 69 - 82 - 88;05 - 06 - 07 - 20 - 42 - 50 - 64 - 67 - 86 - 87;;;;
0810;DISPONIBLE;07 - 26 - 29 - 31 - 46 - 48 - 64 - 75 - 76 - 86;05 - 07 - 13 - 18 - 25 - 35 - 48 - 67 - 72 - 89;;;;
0811;DISPONIBLE;03 - 05 - 08 - 36 - 38 - 40 - 65 - 74 - 78 - 90;16 - 20 - 45 - 47 - 58 - 62 - 65 - 68 - 76 - 79;;;;
0812;DISPONIBLE;08 - 14 - 15 - 30 - 36 - 39 - 47 - 48 - 69 - 79;01 - 03 - 40 - 44 - 51 - 54 - 57 - 59 - 78 - 81;;;;
0813;DISPONIBLE;04 - 09 - 17 - 30 - 38 - 44 - 50 - 79 - 85 - 86;08 - 31 - 40 - 41 - 51 - 53 - 60 - 68 - 81 - 85;;;;
0814;DISPONIBLE;08 - 33 - 35 - 38 - 44 - 46 - 53 - 57 - 73 - 78;02 - 08 - 33 - 36 - 40 - 45 - 53 - 54 - 65 - 86;;;;
0815;DISPONIBLE;11 - 19 - 22 - 24 - 27 - 28 - 30 - 56 - 75 - 84;05 - 09 - 14 - 17 - 20 - 27 - 42 - 65 - 78 - 87;;;;
0816;DISPONIBLE;02 - 04 - 05 - 20 - 24 - 27 - 48 - 52 - 72 - 90;06 - 17 - 19 - 22 - 37 - 38 - 40 - 49 - 84 - 85;;;;
0817;DISPONIBLE;02 - 06 - 15 - 17 - 29 - 31 - 37 - 52 - 54 - 87;18 - 20 - 27 - 54 - 66 - 75 - 82 - 84 - 87 - 88;;;;
0818;DISPONIBLE;01 - 10 - 12 - 16 - 32 - 33 - 52 - 76 - 83 - 84;02 - 03 - 04 - 08 - 11 - 44 - 45 - 48 - 55 - 73;;;;
0819;DISPONIBLE;03 - 26 - 43 - 51 - 53 - 55 - 75 - 76 - 83 - 86;07 - 15 - 30 - 40 - 47 - 58 - 64 - 80 - 83 - 85;;;;
0820;DISPONIBLE;14 - 25 - 45 - 54 - 61 - 66 - 71 - 74 - 88 - 90;01 - 06 - 07 - 10 - 12 - 22 - 28 - 59 - 62 - 78;;;;
0821;DISPONIBLE;02 - 05 - 10 - 14 - 21 - 25 - 30 - 45 - 64 - 69;23 - 55 - 56 - 61 - 63 - 64 - 71 - 76 - 83 - 90;;;;
0822;DISPONIBLE;07 - 09 - 10 - 44 - 54 - 63 - 71 - 72 - 86 - 88;14 - 21 - 24 - 39 - 52 - 55 - 60 - 79 - 82 - 90;;;;
0823;DISPONIBLE;10 - 19 - 22 - 34 - 35 - 37 - 53 - 56 - 58 - 82;27 - 34 - 36 - 49 - 50 - 51 - 61 - 72 - 74 - 86;;;;
0824;DISPONIBLE;02 - 12 - 38 - 40 - 41 - 50 - 53 - 64 - 66 - 68;03 - 24 - 26 - 27 - 42 - 45 - 66 - 67 - 78 - 85;;;;
0825;DISPONIBLE;07 - 19 - 31 - 34 - 41 - 46 - 54 - 64 - 70 - 86;13 - 32 - 42 - 45 - 52 - 55 - 60 - 61 - 85 - 89;;;;
0826;DISPONIBLE;08 - 09 - 12 - 20 - 22 - 27 - 36 - 45 - 70 - 81;03 - 22 - 25 - 33 - 46 - 51 - 54 - 63 - 65 - 83;;;;
0827;DISPONIBLE;07 - 08 - 15 - 19 - 35 - 38 - 54 - 70 - 74 - 85;20 - 21 - 26 - 53 - 57 - 60 - 65 - 82 - 84 - 90;;;;
0828;DISPONIBLE;07 - 32 - 35 - 45 - 52 - 53 - 58 - 65 - 69 - 87;01 - 27 - 31 - 40 - 42 - 43 - 52 - 53 - 65 - 69;;;;
0829;DISPONIBLE;01 - 04 - 11 - 17 - 24 - 25 - 41 - 57 - 60 - 85;01 - 05 - 09 - 19 - 31 - 33 - 34 - 59 - 62 - 72;;;;
0830;DISPONIBLE;03 - 24 - 40 - 47 - 49 - 50 - 69 - 74 - 77 - 80;14 - 21 - 28 - 29 - 46 - 56 - 66 - 67 - 77 - 82;;;;
0831;DISPONIBLE;17 - 34 - 44 - 51 - 52 - 66 - 69 - 70 - 80 - 83;03 - 11 - 19 - 21 - 47 - 67 - 70 - 78 - 84 - 87;;;;
0832;DISPONIBLE;01 - 27 - 33 - 35 - 50 - 52 - 61 - 85 - 87 - 89;02 - 04 - 23 - 27 - 39 - 44 - 49 - 65 - 75 - 78;;;;
0833;DISPONIBLE;02 - 10 - 18 - 25 - 47 - 48 - 58 - 66 - 74 - 87;09 - 25 - 27 - 37 - 39 - 51 - 65 - 70 - 74 - 82;;;;
0834;DISPONIBLE;01 - 09 - 16 - 20 - 26 - 35 - 36 - 56 - 63 - 67;17 - 19 - 27 - 37 - 47 - 48 - 60 - 65 - 84 - 87;;;;
0835;DISPONIBLE;02 - 16 - 22 - 27 - 28 - 31 - 34 - 40 - 50 - 84;04 - 05 - 30 - 33 - 56 - 63 - 66 - 69 - 75 - 86;;;;
0836;DISPONIBLE;01 - 13 - 44 - 51 - 52 - 53 - 54 - 67 - 85 - 89;03 - 11 - 14 - 37 - 43 - 45 - 49 - 50 - 55 - 74;;;;
0837;DISPONIBLE;23 - 32 - 34 - 40 - 57 - 58 - 61 - 69 - 79 - 84;01 - 03 - 26 - 35 - 44 - 53 - 60 - 61 - 66 - 77;;;;
0838;DISPONIBLE;09 - 14 - 22 - 24 - 34 - 49 - 65 - 71 - 76 - 81;22 - 32 - 43 - 44 - 60 - 62 - 65 - 80 - 82 - 86;;;;
0839;DISPONIBLE;01 - 12 - 18 - 26 - 30 - 43 - 45 - 48 - 55 - 81;06 - 18 - 23 - 26 - 31 - 37 - 49 - 54 - 58 - 82;;;;
0840;DISPONIBLE;30 - 35 - 36 - 41 - 42 - 53 - 73 - 79 - 80 - 90;05 - 25 - 36 - 38 - 44 - 56 - 68 - 76 - 79 - 82;;;;
0841;DISPONIBLE;09 - 12 - 16 - 29 - 42 - 45 - 64 - 67 - 84 - 89;05 - 08 - 17 - 25 - 36 - 43 - 57 - 70 - 73 - 80;;;;
0842;DISPONIBLE;05 - 07 - 28 - 38 - 41 - 47 - 57 - 75 - 76 - 80;09 - 10 - 14 - 15 - 16 - 19 - 20 - 32 - 68 - 72;;;;
0843;DISPONIBLE;13 - 19 - 21 - 25 - 27 - 37 - 41 - 61 - 75 - 87;11 - 38 - 39 - 56 - 60 - 62 - 67 - 71 - 75 - 90;;;;
0844;DISPONIBLE;24 - 26 - 28 - 31 - 33 - 44 - 54 - 55 - 58 - 81;03 - 08 - 14 - 15 - 33 - 52 - 56 - 64 - 72 - 88;;;;
0845;DISPONIBLE;03 - 18 - 20 - 24 - 36 - 43 - 48 - 57 - 74 - 89;07 - 08 - 36 - 47 - 54 - 57 - 60 - 83 - 85 - 89;;;;
0846;DISPONIBLE;01 - 03 - 09 - 38 - 40 - 46 - 53 - 61 - 62 - 77;16 - 24 - 32 - 58 - 59 - 61 - 65 - 67 - 74 - 79;;;;
0847;DISPONIBLE;08 - 14 - 24 - 30 - 33 - 39 - 58 - 62 - 87 - 90;17 - 21 - 26 - 29 - 41 - 70 - 72 - 80 - 84 - 87;;;;
0848;DISPONIBLE;07 - 14 - 19 - 28 - 30 - 60 - 61 - 67 - 68 - 69;17 - 20 - 27 - 50 - 60 - 62 - 64 - 68 - 80 - 81;;;;
0849;DISPONIBLE;04 - 12 - 23 - 28 - 44 - 73 - 75 - 80 - 87 - 89;15 - 20 - 38 - 39 - 54 - 60 - 62 - 68 - 79 - 85;;;;
0850;DISPONIBLE;06 - 09 - 15 - 20 - 34 - 47 - 50 - 62 - 78 - 90;06 - 12 - 20 - 34 - 35 - 50 - 58 - 62 - 68 - 72;;;;
0851;DISPONIBLE;06 - 14 - 16 - 27 - 29 - 40 - 44 - 64 - 85 - 86;22 - 24 - 30 - 35 - 39 - 62 - 64 - 68 - 71 - 89;;;;
0852;DISPONIBLE;26 - 40 - 44 - 51 - 65 - 68 - 72 - 75 - 77 - 87;04 - 14 - 17 - 33 - 39 - 43 - 49 - 59 - 76 - 79;;;;
0853;DISPONIBLE;05 - 30 - 31 - 41 - 44 - 70 - 82 - 84 - 85 - 88;14 - 22 - 25 - 26 - 46 - 62 - 65 - 71 - 82 - 87;;;;
0854;DISPONIBLE;13 - 27 - 30 - 36 - 56 - 61 - 71 - 79 - 86 - 87;11 - 17 - 19 - 27 - 37 - 42 - 62 - 64 - 81 - 83;;;;
0855;DISPONIBLE;02 - 33 - 37 - 41 - 45 - 69 - 73 - 76 - 88 - 90;13 - 14 - 19 - 31 - 35 - 44 - 52 - 53 - 76 - 81;;;;
0856;DISPONIBLE;03 - 13 - 25 - 35 - 51 - 53 - 59 - 62 - 72 - 76;13 - 28 - 31 - 44 - 49 - 50 - 59 - 71 - 72 - 80;;;;
0857;DISPONIBLE;02 - 06 - 48 - 60 - 62 - 67 - 69 - 77 - 82 - 89;06 - 07 - 10 - 15 - 26 - 31 - 41 - 45 - 70 - 82;;;;
0858;DISPONIBLE;03 - 05 - 23 - 30 - 53 - 54 - 74 - 84 - 86 - 90;06 - 11 - 34 - 39 - 45 - 46 - 58 - 68 - 80 - 88;;;;
0859;DISPONIBLE;01 - 04 - 25 - 27 - 37 - 49 - 57 - 63 - 75 - 83;18 - 20 - 26 - 31 - 41 - 42 - 50 - 57 - 59 - 68;;;;
0860;DISPONIBLE;09 - 18 - 26 - 30 - 33 - 52 - 57 - 69 - 72 - 76;02 - 06 - 10 - 48 - 49 - 67 - 68 - 73 - 86 - 87;;;;
0861;DISPONIBLE;01 - 04 - 09 - 12 - 17 - 24 - 59 - 61 - 79 - 87;14 - 25 - 27 - 30 - 31 - 51 - 61 - 68 - 70 - 80;;;;
0862;DISPONIBLE;12 - 23 - 30 - 32 - 41 - 49 - 50 - 67 - 81 - 82;03 - 05 - 08 - 20 - 35 - 38 - 39 - 58 - 60 - 88;;;;
0863;DISPONIBLE;10 - 23 - 24 - 33 - 38 - 40 - 44 - 56 - 68 - 74;06 - 09 - 10 - 19 - 27 - 32 - 34 - 40 - 45 - 66;;;;
0864;DISPONIBLE;07 - 16 - 17 - 28 - 34 - 45 - 57 - 63 - 67 - 83;07 - 10 - 14 - 17 - 22 - 23 - 32 - 37 - 39 - 45;;;;
0865;DISPONIBLE;19 - 24 - 25 - 27 - 38 - 45 - 74 - 75 - 83 - 84;01 - 07 - 20 - 40 - 44 - 48 - 52 - 53 - 60 - 75;;;;
0866;DISPONIBLE;06 - 27 - 32 - 42 - 49 - 57 - 59 - 69 - 73 - 82;02 - 24 - 26 - 31 - 50 - 52 - 53 - 58 - 59 - 66;;;;
0867;DISPONIBLE;03 - 10 - 17 - 21 - 39 - 55 - 64 - 66 - 79 - 90;04 - 05 - 16 - 38 - 46 - 63 - 67 - 78 - 83 - 86;;;;
0868;DISPONIBLE;11 - 22 - 27 - 32 - 47 - 49 - 50 - 74 - 79 - 84;07 - 09 - 12 - 13 - 32 - 37 - 46 - 63 - 73 - 77;;;;
0869;DISPONIBLE;01 - 02 - 04 - 17 - 26 - 40 - 44 - 55 - 60 - 75;10 - 15 - 16 - 18 - 32 - 62 - 65 - 67 - 75 - 78;;;;
0870;DISPONIBLE;12 - 28 - 41 - 55 - 70 - 76 - 81 - 83 - 85 - 87;05 - 09 - 20 - 24 - 34 - 45 - 48 - 59 - 70 - 90;;;;
0871;DISPONIBLE;10 - 14 - 32 - 46 - 48 - 53 - 55 - 56 - 57 - 77;09 - 42 - 43 - 45 - 48 - 53 - 55 - 57 - 81 - 90;;;;
0872;DISPONIBLE;14 - 19 - 20 - 36 - 54 - 57 - 72 - 75 - 83 - 86;03 - 07 - 08 - 42 - 44 - 63 - 65 - 70 - 77 - 89;;;;
0873;DISPONIBLE;08 - 16 - 30 - 31 - 38 - 60 - 72 - 74 - 89 - 90;02 - 05 - 34 - 52 - 54 - 59 - 60 - 74 - 75 - 88;;;;
0874;DISPONIBLE;04 - 18 - 25 - 31 - 43 - 53 - 62 - 68 - 69 - 81;10 - 11 - 43 - 53 - 58 - 63 - 70 - 72 - 74 - 86;;;;
0875;DISPONIBLE;07 - 17 - 19 - 23 - 42 - 46 - 56 - 60 - 75 - 85;16 - 20 - 34 - 36 - 41 - 66 - 73 - 77 - 78 - 84;;;;
0876;DISPONIBLE;15 - 18 - 29 - 37 - 41 - 64 - 67 - 71 - 80 - 88;01 - 14 - 16 - 22 - 25 - 32 - 55 - 76 - 79 - 81;;;;
0877;DISPONIBLE;03 - 27 - 35 - 57 - 66 - 72 - 73 - 84 - 86 - 87;02 - 03 - 28 - 46 - 58 - 60 - 73 - 75 - 79 - 86;;;;
0878;DISPONIBLE;02 - 10 - 13 - 17 - 20 - 35 - 43 - 46 - 56 - 73;04 - 07 - 08 - 21 - 32 - 37 - 39 - 43 - 74 - 78;;;;
0879;DISPONIBLE;11 - 28 - 30 - 38 - 43 - 50 - 55 - 77 - 78 - 79;07 - 08 - 10 - 14 - 19 - 22 - 26 - 34 - 41 - 69;;;;
0880;DISPONIBLE;11 - 12 - 16 - 19 - 21 - 44 - 47 - 51 - 69 - 88;20 - 33 - 39 - 44 - 50 - 53 - 59 - 72 - 79 - 80;;;;
0881;DISPONIBLE;01 - 10 - 14 - 27 - 47 - 71 - 77 - 83 - 85 - 90;03 - 07 - 27 - 52 - 57 - 66 - 69 - 81 - 84 - 85;;;;
0882;DISPONIBLE;10 - 19 - 27 - 33 - 45 - 50 - 65 - 70 - 78 - 87;19 - 27 - 43 - 55 - 70 - 79 - 83 - 85 - 86 - 88;;;;
0883;DISPONIBLE;20 - 22 - 37 - 44 - 46 - 64 - 75 - 76 - 81 - 90;02 - 20 - 43 - 55 - 59 - 62 - 65 - 76 - 78 - 90;;;;
0884;DISPONIBLE;02 - 07 - 20 - 31 - 42 - 50 - 51 - 66 - 77 - 89;08 - 17 - 23 - 25 - 31 - 35 - 49 - 56 - 59 - 60;;;;
0885;DISPONIBLE;22 - 27 - 29 - 35 - 43 - 52 - 56 - 58 - 66 - 68;03 - 11 - 24 - 28 - 29 - 54 - 56 - 67 - 82 - 83;;;;
0886;DISPONIBLE;04 - 36 - 48 - 61 - 65 - 68 - 69 - 70 - 82 - 85;28 - 34 - 35 - 36 - 40 - 63 - 64 - 70 - 75 - 89;;;;
0887;DISPONIBLE;06 - 10 - 16 - 25 - 50 - 56 - 61 - 63 - 68 - 72;02 - 07 - 22 - 31 - 34 - 44 - 56 - 58 - 76 - 83;;;;
0888;DISPONIBLE;03 - 13 - 16 - 17 - 47 - 52 - 80 - 83 - 84 - 87;09 - 31 - 32 - 39 - 43 - 55 - 66 - 82 - 84 - 90;;;;
0889;DISPONIBLE;11 - 18 - 25 - 30 - 34 - 41 - 44 - 59 - 74 - 83;04 - 24 - 25 - 26 - 30 - 37 - 41 - 43 - 56 - 61;;;;
0890;DISPONIBLE;05 - 11 - 25 - 31 - 33 - 45 - 52 - 71 - 80 - 82;02 - 06 - 20 - 33 - 36 - 49 - 55 - 68 - 85 - 89;;;;
0891;DISPONIBLE;05 - 12 - 14 - 27 - 35 - 52 - 58 - 73 - 78 - 83;02 - 03 - 13 - 19 - 22 - 24 - 33 - 38 - 39 - 73;;;;
0892;DISPONIBLE;03 - 05 - 11 - 13 - 16 - 21 - 34 - 40 - 52 - 72;01 - 16 - 21 - 44 - 59 - 68 - 74 - 81 - 82 - 86;;;;
0893;DISPONIBLE;27 - 45 - 46 - 50 - 65 - 66 - 74 - 75 - 87 - 90;16 - 19 - 38 - 40 - 45 - 46 - 50 - 52 - 64 - 87;;;;
0894;DISPONIBLE;02 - 06 - 21 - 23 - 25 - 31 - 49 - 51 - 77 - 89;07 - 14 - 23 - 28 - 30 - 44 - 47 - 64 - 65 - 68;;;;
0895;DISPONIBLE;05 - 26 - 35 - 54 - 57 - 58 - 62 - 66 - 78 - 84;12 - 18 - 24 - 29 - 33 - 34 - 41 - 51 - 56 - 80;;;;
0896;DISPONIBLE;30 - 36 - 53 - 55 - 57 - 59 - 64 - 79 - 85 - 87;13 - 26 - 34 - 51 - 67 - 69 - 77 - 81 - 88 - 90;;;;
0897;DISPONIBLE;03 - 21 - 25 - 35 - 43 - 44 - 54 - 55 - 85 - 88;02 - 03 - 05 - 11 - 26 - 27 - 46 - 65 - 71 - 80;;;;
0898;DISPONIBLE;06 - 32 - 34 - 43 - 47 - 54 - 59 - 62 - 63 - 67;24 - 50 - 56 - 65 - 66 - 69 - 74 - 76 - 84 - 90;;;;
0899;DISPONIBLE;05 - 11 - 14 - 37 - 50 - 54 - 61 - 79 - 87 - 90;03 - 10 - 26 - 31 - 39 - 49 - 51 - 70 - 88 - 89;;;;
0900;DISPONIBLE;02 - 08 - 21 - 27 - 51 - 53 - 59 - 73 - 79 - 83;04 - 07 - 09 - 13 - 15 - 21 - 39 - 49 - 72 - 77;;;;
0901;DISPONIBLE;07 - 10 - 24 - 25 - 28 - 36 - 44 - 49 - 57 - 62;13 - 24 - 25 - 42 - 47 - 56 - 60 - 67 - 82 - 85;;;;
