Carton;Estado;Linea A;Linea B;Linea C;Comprador;Localidad;Pago
30024;DISPONIBLE;03 - 14 - 18 - 35 - 38 - 47 - 51 - 62 - 75 - 90;13 - 24 - 25 - 28 - 45 - 46 - 75 - 76 - 82 - 88;;;;
30025;DISPONIBLE;04 - 23 - 28 - 41 - 51 - 58 - 59 - 61 - 78 - 86;01 - 03 - 06 - 11 - 31 - 32 - 33 - 60 - 88 - 90;;;;
30026;DISPONIBLE;04 - 14 - 30 - 31 - 32 - 34 - 50 - 51 - 59 - 79;07 - 10 - 13 - 15 - 16 - 32 - 59 - 71 - 72 - 84;;;;
30027;DISPONIBLE;08 - 10 - 25 - 29 - 34 - 55 - 65 - 66 - 78 - 83;01 - 05 - 15 - 21 - 41 - 42 - 56 - 69 - 74 - 77;;;;
30028;DISPONIBLE;02 - 07 - 34 - 45 - 46 - 56 - 70 - 74 - 81 - 88;01 - 05 - 28 - 30 - 37 - 49 - 57 - 67 - 73 - 84;;;;
30029;DISPONIBLE;07 - 31 - 35 - 38 - 44 - 53 - 58 - 76 - 81 - 88;08 - 17 - 18 - 47 - 63 - 66 - 72 - 73 - 82 - 84;;;;
30030;DISPONIBLE;16 - 20 - 23 - 27 - 37 - 51 - 59 - 65 - 73 - 79;09 - 31 - 33 - 35 - 36 - 38 - 50 - 74 - 78 - 85;;;;
30031;DISPONIBLE;09 - 15 - 17 - 25 - 56 - 70 - 72 - 86 - 88 - 89;04 - 16 - 19 - 25 - 28 - 30 - 33 - 45 - 61 - 65;;;;
30032;DISPONIBLE;06 - 12 - 27 - 28 - 56 - 62 - 67 - 79 - 84 - 86;01 - 03 - 40 - 49 - 56 - 67 - 70 - 86 - 87 - 88;;;;
30033;DISPONIBLE;16 - 24 - 40 - 42 - 62 - 65 - 67 - 68 - 80 - 90;01 - 06 - 12 - 15 - 28 - 42 - 62 - 70 - 77 - 81;;;;
30034;DISPONIBLE;15 - 17 - 19 - 33 - 37 - 43 - 45 - 51 - 69 - 81;07 - 10 - 12 - 21 - 30 - 44 - 54 - 56 - 73 - 85;;;;
30035;DISPONIBLE;05 - 16 - 17 - 19 - 28 - 31 - 46 - 56 - 75 - 76;18 - 22 - 25 - 27 - 28 - 34 - 60 - 66 - 74 - 85;;;;
30036;DISPONIBLE;12 - 20 - 24 - 31 - 37 - 49 - 58 - 67 - 77 - 82;11 - 15 - 31 - 33 - 35 - 45 - 48 - 53 - 68 - 88;;;;
30037;DISPONIBLE;07 - 08 - 18 - 24 - 38 - 57 - 64 - 68 - 74 - 88;19 - 24 - 26 - 42 - 50 - 57 - 60 - 72 - 81 - 89;;;;
30038;DISPONIBLE;15 - 21 - 27 - 31 - 36 - 49 - 71 - 73 - 87 - 88;07 - 08 - 09 - 18 - 42 - 55 - 61 - 75 - 89 - 90;;;;
30039;DISPONIBLE;21 - 29 - 31 - 33 - 38 - 68 - 74 - 84 - 86 - 87;05 - 38 - 46 - 54 - 55 - 68 - 70 - 75 - 77 - 78;;;;
30040;DISPONIBLE;14 - 25 - 27 - 36 - 56 - 60 - 61 - 69 - 77 - 89;20 - 30 - 32 - 37 - 55 - 61 - 63 - 78 - 86 - 89;;;;
30041;DISPONIBLE;17 - 22 - 34 - 39 - 45 - 57 - 77 - 78 - 84 - 85;03 - 17 - 19 - 28 - 32 - 36 - 38 - 39 - 52 - 60;;;;
30042;DISPONIBLE;10 - 22 - 46 - 49 - 52 - 54 - 57 - 58 - 78 - 79;08 - 14 - 19 - 24 - 35 - 56 - 61 - 71 - 87 - 89;;;;
30043;DISPONIBLE;06 - 17 - 22 - 32 - 43 - 57 - 68 - 73 - 74 - 83;10 - 15 - 19 - 29 - 31 - 42 - 55 - 68 - 72 - 76;;;;
30044;DISPONIBLE;07 - 13 - 14 - 15 - 27 - 32 - 50 - 69 - 81 - 83;01 - 08 - 12 - 16 - 33 - 39 - 43 - 44 - 52 - 63;;;;
30045;DISPONIBLE;12 - 18 - 20 - 21 - 23 - 41 - 54 - 66 - 77 - 78;06 - 14 - 33 - 37 - 47 - 54 - 57 - 61 - 64 - 68;;;;
30046;DISPONIBLE;17 - 28 - 29 - 39 - 41 - 49 - 64 - 66 - 73 - 82;03 - 24 - 25 - 31 - 38 - 47 - 50 - 60 - 68 - 72;;;;
30047;DISPONIBLE;14 - 18 - 29 - 33 - 44 - 69 - 74 - 79 - 88 - 89;08 - 14 - 20 - 33 - 59 - 74 - 80 - 83 - 89 - 90;;;;
30048;DISPONIBLE;18 - 27 - 31 - 32 - 35 - 36 - 38 - 44 - 52 - 65;01 - 02 - 06 - 12 - 23 - 26 - 29 - 40 - 69 - 80;;;;
30049;DISPONIBLE;10 - 23 - 39 - 50 - 58 - 64 - 71 - 79 - 81 - 88;15 - 36 - 50 - 57 - 63 - 85 - 86 - 87 - 89 - 90;;;;
30050;DISPONIBLE;05 - 20 - 24 - 35 - 47 - 66 - 70 - 71 - 75 - 78;07 - 14 - 21 - 41 - 47 - 53 - 60 - 71 - 76 - 84;;;;
30051;DISPONIBLE;06 - 08 - 19 - 22 - 28 - 51 - 55 - 57 - 75 - 90;17 - 23 - 24 - 26 - 31 - 47 - 65 - 70 - 74 - 88;;;;
30052;DISPONIBLE;03 - 09 - 23 - 36 - 39 - 48 - 56 - 63 - 66 - 89;05 - 07 - 16 - 27 - 31 - 45 - 50 - 55 - 66 - 75;;;;
30053;DISPONIBLE;04 - 12 - 19 - 33 - 37 - 43 - 57 - 81 - 82 - 85;01 - 23 - 27 - 41 - 55 - 60 - 61 - 72 - 74 - 82;;;;
30054;DISPONIBLE;05 - 28 - 42 - 49 - 51 - 58 - 68 - 72 - 76 - 79;07 - 09 - 20 - 34 - 37 - 38 - 58 - 80 - 86 - 87;;;;
30055;DISPONIBLE;20 - 23 - 32 - 39 - 42 - 46 - 47 - 57 - 84 - 87;14 - 25 - 40 - 41 - 49 - 52 - 59 - 67 - 83 - 88;;;;
30056;DISPONIBLE;27 - 32 - 33 - 34 - 46 - 48 - 53 - 63 - 77 - 89;46 - 48 - 50 - 51 - 54 - 67 - 69 - 75 - 83 - 90;;;;
30057;DISPONIBLE;08 - 09 - 21 - 26 - 32 - 45 - 65 - 71 - 81 - 88;01 - 09 - 18 - 23 - 27 - 43 - 61 - 77 - 79 - 85;;;;
30058;DISPONIBLE;07 - 14 - 16 - 38 - 41 - 43 - 45 - 51 - 58 - 62;02 - 06 - 09 - 10 - 13 - 20 - 24 - 31 - 33 - 85;;;;
30059;DISPONIBLE;12 - 16 - 41 - 55 - 59 - 60 - 63 - 66 - 68 - 74;04 - 14 - 28 - 35 - 47 - 53 - 55 - 63 - 86 - 89;;;;
30060;DISPONIBLE;25 - 31 - 42 - 51 - 63 - 65 - 66 - 69 - 71 - 78;05 - 10 - 12 - 23 - 29 - 50 - 52 - 60 - 61 - 78;;;;
30061;DISPONIBLE;10 - 14 - 32 - 40 - 48 - 49 - 52 - 63 - 66 - 75;04 - 05 - 07 - 12 - 16 - 29 - 39 - 51 - 55 - 65;;;;
30062;DISPONIBLE;22 - 30 - 36 - 42 - 45 - 66 - 69 - 73 - 84 - 85;01 - 15 - 21 - 24 - 51 - 53 - 59 - 62 - 66 - 86;;;;
30063;DISPONIBLE;07 - 12 - 15 - 19 - 25 - 30 - 33 - 48 - 55 - 65;06 - 08 - 16 - 17 - 27 - 29 - 63 - 71 - 82 - 83;;;;
30064;DISPONIBLE;01 - 13 - 27 - 31 - 40 - 48 - 50 - 53 - 54 - 78;11 - 14 - 39 - 53 - 55 - 58 - 61 - 65 - 74 - 87;;;;
30065;DISPONIBLE;03 - 09 - 19 - 35 - 42 - 51 - 57 - 65 - 86 - 90;01 - 06 - 07 - 11 - 12 - 22 - 33 - 40 - 41 - 64;;;;
30066;DISPONIBLE;17 - 24 - 46 - 53 - 58 - 61 - 74 - 81 - 86 - 88;05 - 16 - 24 - 27 - 36 - 40 - 42 - 67 - 68 - 87;;;;
30067;DISPONIBLE;06 - 09 - 17 - 24 - 42 - 52 - 60 - 69 - 73 - 87;03 - 11 - 30 - 35 - 53 - 57 - 63 - 75 - 82 - 88;;;;
30068;DISPONIBLE;09 - 10 - 23 - 39 - 41 - 58 - 71 - 74 - 82 - 84;11 - 15 - 32 - 36 - 49 - 58 - 59 - 66 - 74 - 79;;;;
30069;DISPONIBLE;13 - 22 - 38 - 42 - 47 - 48 - 52 - 57 - 60 - 82;11 - 14 - 15 - 21 - 37 - 45 - 46 - 51 - 54 - 75;;;;
30070;DISPONIBLE;10 - 15 - 21 - 47 - 54 - 62 - 67 - 71 - 80 - 82;05 - 10 - 21 - 31 - 32 - 41 - 54 - 63 - 65 - 88;;;;
30071;DISPONIBLE;02 - 12 - 27 - 28 - 40 - 43 - 57 - 61 - 69 - 82;05 - 07 - 11 - 19 - 27 - 33 - 53 - 66 - 69 - 73;;;;
30072;DISPONIBLE;03 - 07 - 11 - 33 - 42 - 48 - 49 - 53 - 77 - 82;09 - 10 - 17 - 20 - 24 - 32 - 36 - 46 - 55 - 69;;;;
30073;DISPONIBLE;12 - 17 - 27 - 28 - 35 - 57 - 59 - 64 - 72 - 84;14 - 17 - 27 - 33 - 37 - 57 - 60 - 68 - 85 - 87;;;;
30074;DISPONIBLE;24 - 29 - 30 - 39 - 56 - 57 - 69 - 76 - 80 - 89;06 - 18 - 22 - 29 - 34 - 49 - 68 - 72 - 78 - 88;;;;
30075;DISPONIBLE;18 - 19 - 29 - 46 - 54 - 64 - 67 - 74 - 75 - 89;01 - 02 - 19 - 30 - 56 - 61 - 64 - 65 - 66 - 79;;;;
30076;DISPONIBLE;28 - 43 - 46 - 63 - 64 - 75 - 77 - 80 - 84 - 85;02 - 05 - 19 - 30 - 47 - 49 - 66 - 70 - 80 - 82;;;;
30077;DISPONIBLE;02 - 03 - 24 - 27 - 29 - 43 - 51 - 57 - 66 - 69;02 - 13 - 14 - 22 - 26 - 28 - 38 - 55 - 61 - 74;;;;
30078;DISPONIBLE;06 - 15 - 31 - 33 - 38 - 49 - 54 - 55 - 64 - 81;14 - 15 - 28 - 33 - 46 - 47 - 63 - 77 - 78 - 79;;;;
30079;DISPONIBLE;07 - 08 - 14 - 17 - 19 - 24 - 33 - 46 - 75 - 83;18 - 22 - 36 - 40 - 49 - 71 - 75 - 81 - 84 - 89;;;;
30080;DISPONIBLE;06 - 08 - 13 - 29 - 31 - 34 - 41 - 55 - 63 - 68;18 - 23 - 25 - 47 - 50 - 55 - 56 - 57 - 68 - 71;;;;
30081;DISPONIBLE;03 - 04 - 26 - 30 - 35 - 36 - 52 - 72 - 75 - 82;02 - 06 - 19 - 21 - 24 - 49 - 58 - 62 - 74 - 78;;;;
30082;DISPONIBLE;03 - 13 - 20 - 32 - 40 - 43 - 60 - 66 - 85 - 88;14 - 15 - 25 - 33 - 43 - 61 - 72 - 75 - 77 - 87;;;;
30083;DISPONIBLE;06 - 17 - 33 - 48 - 52 - 66 - 68 - 69 - 82 - 84;05 - 11 - 12 - 37 - 52 - 59 - 71 - 74 - 79 - 86;;;;
30084;DISPONIBLE;03 - 04 - 15 - 29 - 33 - 47 - 54 - 68 - 72 - 79;03 - 06 - 10 - 11 - 16 - 35 - 47 - 50 - 66 - 68;;;;
30085;DISPONIBLE;07 - 16 - 23 - 24 - 43 - 50 - 51 - 58 - 85 - 89;02 - 03 - 15 - 18 - 41 - 60 - 61 - 72 - 85 - 87;;;;
30086;DISPONIBLE;11 - 15 - 18 - 30 - 36 - 42 - 44 - 67 - 68 - 73;15 - 16 - 17 - 50 - 51 - 60 - 68 - 69 - 75 - 85;;;;
30087;DISPONIBLE;01 - 04 - 37 - 67 - 68 - 75 - 78 - 82 - 85 - 88;06 - 11 - 15 - 17 - 18 - 23 - 33 - 47 - 55 - 73;;;;
30088;DISPONIBLE;05 - 08 - 17 - 19 - 21 - 30 - 57 - 65 - 72 - 89;10 - 12 - 18 - 25 - 38 - 43 - 61 - 67 - 70 - 90;;;;
30089;DISPONIBLE;03 - 05 - 08 - 13 - 30 - 31 - 40 - 63 - 86 - 89;05 - 12 - 15 - 30 - 42 - 58 - 61 - 64 - 70 - 86;;;;
30090;DISPONIBLE;04 - 05 - 16 - 21 - 25 - 39 - 56 - 57 - 70 - 83;06 - 09 - 38 - 43 - 48 - 53 - 57 - 82 - 87 - 88;;;;
30091;DISPONIBLE;04 - 06 - 09 - 27 - 34 - 41 - 44 - 48 - 62 - 81;12 - 13 - 15 - 21 - 32 - 50 - 64 - 70 - 76 - 80;;;;
30092;DISPONIBLE;02 - 07 - 15 - 23 - 43 - 44 - 46 - 60 - 68 - 87;03 - 07 - 23 - 27 - 29 - 35 - 55 - 71 - 77 - 82;;;;
30093;DISPONIBLE;11 - 14 - 21 - 24 - 32 - 35 - 42 - 48 - 52 - 84;05 - 07 - 12 - 22 - 23 - 31 - 32 - 70 - 73 - 78;;;;
30094;DISPONIBLE;09 - 18 - 29 - 40 - 52 - 61 - 65 - 71 - 80 - 87;01 - 08 - 28 - 32 - 41 - 53 - 71 - 83 - 87 - 88;;;;
30095;DISPONIBLE;02 - 08 - 14 - 25 - 27 - 38 - 63 - 67 - 72 - 89;08 - 15 - 17 - 36 - 61 - 64 - 65 - 67 - 77 - 84;;;;
30096;DISPONIBLE;01 - 10 - 13 - 17 - 21 - 36 - 43 - 62 - 65 - 78;29 - 36 - 40 - 45 - 54 - 64 - 66 - 67 - 76 - 80;;;;
30097;DISPONIBLE;02 - 13 - 16 - 23 - 35 - 36 - 37 - 41 - 50 - 75;03 - 07 - 35 - 40 - 44 - 47 - 58 - 60 - 68 - 75;;;;
30098;DISPONIBLE;03 - 04 - 09 - 19 - 25 - 46 - 55 - 63 - 74 - 77;04 - 23 - 42 - 50 - 61 - 65 - 66 - 69 - 81 - 89;;;;
30099;DISPONIBLE;01 - 29 - 31 - 37 - 38 - 42 - 47 - 57 - 60 - 74;14 - 26 - 31 - 45 - 55 - 59 - 64 - 80 - 81 - 84;;;;
30100;DISPONIBLE;17 - 18 - 21 - 37 - 43 - 61 - 62 - 72 - 80 - 87;06 - 15 - 21 - 26 - 29 - 33 - 36 - 57 - 86 - 87;;;;
30101;DISPONIBLE;05 - 06 - 21 - 24 - 37 - 38 - 39 - 42 - 54 - 84;15 - 16 - 32 - 35 - 37 - 41 - 49 - 65 - 78 - 80;;;;
30102;DISPONIBLE;01 - 02 - 17 - 30 - 57 - 65 - 66 - 67 - 74 - 89;12 - 20 - 32 - 35 - 38 - 56 - 66 - 67 - 70 - 81;;;;
30103;DISPONIBLE;01 - 27 - 33 - 37 - 41 - 45 - 50 - 52 - 77 - 83;06 - 45 - 51 - 57 - 64 - 67 - 68 - 70 - 82 - 90;;;;
30104;DISPONIBLE;02 - 10 - 15 - 16 - 21 - 33 - 51 - 56 - 79 - 89;04 - 27 - 34 - 38 - 47 - 65 - 66 - 82 - 86 - 89;;;;
30105;DISPONIBLE;04 - 05 - 07 - 18 - 40 - 43 - 46 - 48 - 64 - 81;03 - 08 - 12 - 15 - 43 - 46 - 47 - 67 - 82 - 83;;;;
30106;DISPONIBLE;12 - 20 - 26 - 43 - 53 - 59 - 65 - 71 - 82 - 90;07 - 10 - 15 - 21 - 24 - 40 - 66 - 67 - 77 - 83;;;;
30107;DISPONIBLE;15 - 21 - 24 - 26 - 44 - 58 - 61 - 71 - 81 - 83;04 - 16 - 24 - 27 - 31 - 38 - 48 - 60 - 75 - 86;;;;
30108;DISPONIBLE;01 - 12 - 17 - 34 - 41 - 54 - 57 - 60 - 64 - 76;02 - 03 - 43 - 44 - 51 - 54 - 59 - 63 - 68 - 79;;;;
30109;DISPONIBLE;10 - 13 - 17 - 29 - 47 - 55 - 57 - 64 - 80 - 81;02 - 09 - 16 - 17 - 24 - 39 - 46 - 49 - 52 - 86;;;;
30110;DISPONIBLE;17 - 23 - 29 - 33 - 37 - 48 - 75 - 80 - 85 - 89;04 - 16 - 17 - 23 - 27 - 42 - 47 - 49 - 76 - 81;;;;
30111;DISPONIBLE;03 - 16 - 28 - 49 - 50 - 56 - 72 - 75 - 76 - 82;22 - 43 - 53 - 55 - 63 - 71 - 72 - 73 - 77 - 90;;;;
30112;DISPONIBLE;13 - 14 - 19 - 34 - 39 - 42 - 48 - 69 - 85 - 89;02 - 16 - 21 - 22 - 27 - 48 - 56 - 62 - 63 - 69;;;;
30113;DISPONIBLE;02 - 06 - 15 - 44 - 45 - 48 - 55 - 61 - 64 - 71;06 - 18 - 21 - 39 - 42 - 44 - 51 - 69 - 76 - 79;;;;
30114;DISPONIBLE;06 - 25 - 27 - 31 - 41 - 43 - 47 - 73 - 81 - 90;19 - 27 - 29 - 33 - 35 - 43 - 47 - 63 - 66 - 81;;;;
30115;DISPONIBLE;01 - 05 - 21 - 35 - 42 - 52 - 59 - 65 - 69 - 82;03 - 08 - 21 - 34 - 50 - 57 - 60 - 75 - 80 - 82;;;;
30116;DISPONIBLE;09 - 11 - 13 - 21 - 25 - 26 - 31 - 33 - 34 - 49;06 - 11 - 21 - 54 - 55 - 57 - 61 - 75 - 85 - 87;;;;
30117;DISPONIBLE;24 - 31 - 34 - 35 - 48 - 60 - 73 - 74 - 80 - 88;01 - 07 - 09 - 18 - 34 - 40 - 72 - 73 - 74 - 78;;;;
30118;DISPONIBLE;01 - 08 - 13 - 18 - 34 - 47 - 51 - 61 - 64 - 72;04 - 08 - 15 - 40 - 42 - 56 - 57 - 58 - 67 - 79;;;;
30119;DISPONIBLE;25 - 47 - 48 - 58 - 64 - 68 - 70 - 71 - 82 - 84;04 - 14 - 29 - 33 - 45 - 60 - 61 - 63 - 72 - 86;;;;
30120;DISPONIBLE;19 - 25 - 28 - 34 - 36 - 43 - 45 - 54 - 55 - 84;06 - 43 - 58 - 61 - 71 - 75 - 78 - 79 - 80 - 87;;;;
30121;DISPONIBLE;12 - 14 - 15 - 17 - 22 - 38 - 60 - 63 - 74 - 83;03 - 06 - 07 - 24 - 41 - 67 - 70 - 71 - 76 - 77;;;;
30122;DISPONIBLE;13 - 24 - 25 - 33 - 36 - 62 - 68 - 71 - 78 - 85;10 - 14 - 15 - 21 - 26 - 41 - 48 - 67 - 74 - 81;;;;
30123;DISPONIBLE;09 - 11 - 12 - 55 - 57 - 61 - 62 - 74 - 87 - 89;04 - 16 - 20 - 21 - 25 - 32 - 62 - 68 - 73 - 83;;;;
30124;DISPONIBLE;20 - 26 - 37 - 49 - 53 - 59 - 63 - 67 - 82 - 85;07 - 18 - 23 - 36 - 39 - 51 - 63 - 72 - 81 - 87;;;;
30125;DISPONIBLE;07 - 08 - 12 - 42 - 50 - 56 - 58 - 66 - 77 - 90;21 - 23 - 24 - 59 - 69 - 76 - 81 - 83 - 85 - 86;;;;
30126;DISPONIBLE;02 - 07 - 14 - 20 - 56 - 59 - 61 - 75 - 76 - 86;03 - 15 - 19 - 24 - 39 - 40 - 49 - 58 - 70 - 90;;;;
30127;DISPONIBLE;12 - 19 - 21 - 22 - 34 - 38 - 57 - 77 - 82 - 83;05 - 08 - 16 - 18 - 20 - 41 - 43 - 62 - 76 - 79;;;;
30128;DISPONIBLE;01 - 06 - 18 - 19 - 20 - 37 - 39 - 43 - 72 - 76;02 - 09 - 11 - 26 - 33 - 36 - 42 - 65 - 70 - 80;;;;
30129;DISPONIBLE;06 - 07 - 11 - 17 - 23 - 42 - 50 - 70 - 71 - 82;28 - 29 - 30 - 33 - 49 - 55 - 63 - 68 - 84 - 87;;;;
30130;DISPONIBLE;06 - 11 - 19 - 36 - 38 - 60 - 78 - 81 - 82 - 85;19 - 20 - 33 - 34 - 37 - 49 - 61 - 66 - 77 - 89;;;;
30131;DISPONIBLE;13 - 17 - 41 - 42 - 43 - 52 - 55 - 57 - 80 - 85;05 - 07 - 14 - 34 - 35 - 50 - 56 - 62 - 83 - 87;;;;
30132;DISPONIBLE;31 - 32 - 40 - 45 - 49 - 63 - 66 - 76 - 79 - 85;02 - 05 - 12 - 13 - 48 - 65 - 66 - 68 - 80 - 88;;;;
30133;DISPONIBLE;12 - 17 - 25 - 27 - 35 - 37 - 40 - 44 - 84 - 86;21 - 26 - 29 - 36 - 38 - 63 - 79 - 80 - 85 - 87;;;;
30134;DISPONIBLE;07 - 11 - 19 - 27 - 40 - 48 - 66 - 75 - 82 - 88;01 - 07 - 16 - 27 - 36 - 39 - 51 - 58 - 60 - 68;;;;
30135;DISPONIBLE;02 - 10 - 16 - 24 - 42 - 52 - 60 - 74 - 87 - 89;08 - 18 - 24 - 28 - 31 - 42 - 71 - 75 - 82 - 85;;;;
30136;DISPONIBLE;01 - 15 - 18 - 27 - 39 - 43 - 44 - 55 - 67 - 70;05 - 07 - 33 - 35 - 58 - 73 - 79 - 81 - 86 - 87;;;;
30137;DISPONIBLE;06 - 23 - 52 - 53 - 54 - 60 - 63 - 72 - 83 - 87;07 - 09 - 14 - 15 - 22 - 55 - 65 - 82 - 87 - 90;;;;
30138;DISPONIBLE;05 - 10 - 12 - 17 - 18 - 26 - 41 - 52 - 56 - 73;08 - 34 - 38 - 42 - 43 - 51 - 53 - 56 - 60 - 61;;;;
30139;DISPONIBLE;02 - 12 - 16 - 17 - 20 - 22 - 37 - 49 - 52 - 74;20 - 27 - 43 - 50 - 56 - 58 - 60 - 77 - 87 - 89;;;;
30140;DISPONIBLE;03 - 15 - 41 - 42 - 58 - 62 - 80 - 84 - 88 - 90;08 - 14 - 19 - 23 - 24 - 25 - 44 - 56 - 58 - 81;;;;
30141;DISPONIBLE;01 - 16 - 35 - 36 - 48 - 53 - 61 - 66 - 67 - 68;26 - 30 - 31 - 50 - 53 - 69 - 76 - 81 - 82 - 85;;;;
30142;DISPONIBLE;19 - 23 - 24 - 46 - 50 - 59 - 65 - 77 - 79 - 86;13 - 30 - 44 - 52 - 61 - 70 - 80 - 81 - 83 - 85;;;;
30143;DISPONIBLE;05 - 28 - 40 - 45 - 51 - 64 - 68 - 72 - 81 - 86;08 - 17 - 20 - 32 - 59 - 60 - 65 - 67 - 72 - 81;;;;
30144;DISPONIBLE;03 - 21 - 26 - 28 - 31 - 33 - 35 - 40 - 50 - 59;11 - 12 - 32 - 39 - 40 - 57 - 62 - 68 - 78 - 82;;;;
30145;DISPONIBLE;06 - 08 - 11 - 29 - 33 - 42 - 51 - 59 - 61 - 83;03 - 04 - 22 - 36 - 44 - 59 - 74 - 87 - 89 - 90;;;;
30146;DISPONIBLE;18 - 21 - 23 - 30 - 38 - 55 - 58 - 60 - 63 - 66;03 - 10 - 20 - 33 - 35 - 50 - 52 - 58 - 71 - 78;;;;
30147;DISPONIBLE;04 - 22 - 27 - 42 - 45 - 47 - 49 - 60 - 67 - 90;03 - 11 - 15 - 26 - 30 - 42 - 57 - 63 - 66 - 79;;;;
30148;DISPONIBLE;06 - 11 - 19 - 20 - 30 - 31 - 40 - 53 - 57 - 81;10 - 11 - 20 - 39 - 42 - 49 - 50 - 52 - 66 - 76;;;;
30149;DISPONIBLE;09 - 28 - 31 - 32 - 56 - 57 - 58 - 65 - 82 - 87;03 - 16 - 23 - 26 - 30 - 44 - 53 - 63 - 67 - 87;;;;
30150;DISPONIBLE;01 - 12 - 17 - 21 - 46 - 48 - 51 - 63 - 68 - 73;03 - 06 - 21 - 24 - 32 - 60 - 62 - 64 - 73 - 77;;;;
30151;DISPONIBLE;07 - 14 - 18 - 31 - 51 - 53 - 59 - 68 - 75 - 86;11 - 13 - 21 - 22 - 34 - 43 - 59 - 61 - 66 - 73;;;;
