Carton;Estado;Linea A;Linea B;Linea C;Comprador;Localidad;Pago
3017;DISPONIBLE;03 - 21 - 23 - 43 - 49 - 56 - 61 - 65 - 71 - 85;04 - 07 - 19 - 26 - 37 - 52 - 54 - 63 - 73 - 75;;;;
3018;DISPONIBLE;05 - 10 - 11 - 20 - 29 - 46 - 50 - 53 - 78 - 81;10 - 21 - 27 - 34 - 41 - 44 - 47 - 68 - 80 - 86;;;;
3019;DISPONIBLE;07 - 08 - 16 - 23 - 30 - 34 - 49 - 64 - 71 - 84;08 - 30 - 33 - 36 - 37 - 41 - 52 - 73 - 83 - 87;;;;
3020;DISPONIBLE;05 - 24 - 26 - 27 - 29 - 33 - 36 - 63 - 85 - 87;05 - 09 - 14 - 35 - 46 - 53 - 57 - 70 - 73 - 78;;;;
3021;DISPONIBLE;03 - 06 - 12 - 21 - 33 - 44 - 52 - 56 - 69 - 75;04 - 20 - 22 - 25 - 43 - 44 - 48 - 49 - 73 - 84;;;;
3022;DISPONIBLE;08 - 23 - 27 - 28 - 31 - 34 - 53 - 55 - 59 - 68;04 - 11 - 12 - 13 - 15 - 22 - 27 - 31 - 43 - 65;;;;
3023;DISPONIBLE;05 - 08 - 11 - 15 - 24 - 25 - 51 - 59 - 75 - 76;11 - 12 - 21 - 34 - 41 - 46 - 60 - 65 - 82 - 88;;;;
3024;DISPONIBLE;05 - 21 - 23 - 36 - 45 - 60 - 62 - 63 - 81 - 84;03 - 11 - 18 - 38 - 43 - 44 - 46 - 48 - 56 - 67;;;;
3025;DISPONIBLE;21 - 42 - 43 - 50 - 52 - 66 - 74 - 82 - 83 - 86;08 - 09 - 34 - 40 - 45 - 57 - 66 - 67 - 81 - 89;;;;
3026;DISPONIBLE;05 - 09 - 15 - 26 - 54 - 60 - 66 - 70 - 79 - 88;03 - 16 - 27 - 29 - 43 - 45 - 51 - 63 - 66 - 80;;;;
3027;DISPONIBLE;02 - 03 - 07 - 21 - 22 - 29 - 35 - 43 - 67 - 73;05 - 15 - 17 - 25 - 34 - 43 - 47 - 50 - 53 - 83;;;;
3028;DISPONIBLE;02 - 18 - 19 - 26 - 46 - 53 - 57 - 71 - 79 - 85;08 - 13 - 18 - 44 - 53 - 60 - 64 - 74 - 82 - 85;;;;
3029;DISPONIBLE;05 - 08 - 20 - 21 - 31 - 35 - 58 - 67 - 69 - 76;11 - 15 - 35 - 41 - 50 - 53 - 54 - 69 - 70 - 78;;;;
3030;DISPONIBLE;01 - 05 - 31 - 39 - 40 - 49 - 54 - 60 - 77 - 81;07 - 14 - 46 - 54 - 64 - 65 - 69 - 73 - 78 - 79;;;;
3031;DISPONIBLE;02 - 06 - 12 - 16 - 17 - 39 - 43 - 54 - 69 - 89;09 - 28 - 33 - 45 - 46 - 50 - 53 - 54 - 61 - 67;;;;
3032;DISPONIBLE;03 - 07 - 14 - 28 - 31 - 32 - 34 - 41 - 48 - 85;03 - 07 - 13 - 22 - 27 - 47 - 64 - 78 - 80 - 82;;;;
3033;DISPONIBLE;07 - 09 - 24 - 30 - 33 - 34 - 35 - 39 - 82 - 90;01 - 07 - 09 - 17 - 18 - 19 - 24 - 78 - 84 - 86;;;;
3034;DISPONIBLE;01 - 02 - 05 - 09 - 22 - 59 - 63 - 78 - 89 - 90;08 - 12 - 31 - 34 - 55 - 66 - 67 - 74 - 77 - 89;;;;
3035;DISPONIBLE;03 - 05 - 09 - 33 - 49 - 61 - 70 - 71 - 79 - 82;02 - 18 - 21 - 43 - 45 - 48 - 59 - 74 - 84 - 88;;;;
3036;DISPONIBLE;01 - 15 - 16 - 30 - 43 - 50 - 63 - 68 - 79 - 85;07 - 14 - 30 - 31 - 32 - 35 - 53 - 69 - 73 - 78;;;;
3037;DISPONIBLE;11 - 22 - 25 - 32 - 33 - 56 - 65 - 75 - 77 - 78;04 - 05 - 28 - 29 - 38 - 46 - 54 - 66 - 76 - 80;;;;
3038;DISPONIBLE;06 - 08 - 27 - 29 - 36 - 41 - 60 - 67 - 69 - 77;03 - 18 - 47 - 50 - 55 - 66 - 67 - 71 - 74 - 79;;;;
3039;DISPONIBLE;12 - 14 - 55 - 63 - 68 - 69 - 70 - 77 - 81 - 85;07 - 10 - 16 - 23 - 26 - 45 - 66 - 69 - 72 - 78;;;;
3040;DISPONIBLE;08 - 09 - 23 - 29 - 30 - 47 - 59 - 69 - 77 - 89;08 - 23 - 35 - 49 - 51 - 56 - 62 - 71 - 84 - 87;;;;
3041;DISPONIBLE;06 - 25 - 37 - 42 - 55 - 64 - 66 - 67 - 78 - 87;02 - 05 - 14 - 51 - 54 - 56 - 59 - 63 - 69 - 70;;;;
3042;DISPONIBLE;01 - 21 - 28 - 31 - 42 - 52 - 56 - 72 - 76 - 82;12 - 15 - 19 - 31 - 33 - 57 - 65 - 80 - 82 - 85;;;;
3043;DISPONIBLE;07 - 16 - 19 - 30 - 34 - 44 - 57 - 76 - 78 - 83;02 - 04 - 06 - 43 - 46 - 53 - 60 - 64 - 68 - 75;;;;
3044;DISPONIBLE;15 - 18 - 22 - 24 - 39 - 47 - 53 - 63 - 72 - 74;06 - 08 - 23 - 41 - 42 - 49 - 53 - 70 - 78 - 90;;;;
3045;DISPONIBLE;13 - 19 - 24 - 31 - 38 - 69 - 79 - 80 - 88 - 90;08 - 17 - 24 - 30 - 39 - 48 - 54 - 71 - 75 - 79;;;;
3046;DISPONIBLE;14 - 21 - 34 - 42 - 46 - 49 - 74 - 77 - 80 - 88;07 - 12 - 17 - 28 - 42 - 52 - 66 - 68 - 80 - 87;;;;
3047;DISPONIBLE;28 - 29 - 30 - 35 - 39 - 48 - 50 - 53 - 74 - 79;02 - 12 - 14 - 23 - 26 - 27 - 31 - 32 - 64 - 80;;;;
3048;DISPONIBLE;02 - 07 - 09 - 15 - 16 - 27 - 45 - 65 - 83 - 88;02 - 06 - 19 - 37 - 40 - 46 - 68 - 75 - 85 - 90;;;;
3049;DISPONIBLE;01 - 14 - 21 - 34 - 56 - 59 - 60 - 71 - 74 - 78;03 - 09 - 20 - 24 - 28 - 38 - 52 - 65 - 66 - 88;;;;
3050;DISPONIBLE;02 - 10 - 32 - 47 - 48 - 59 - 61 - 68 - 76 - 89;03 - 06 - 14 - 32 - 43 - 62 - 63 - 71 - 73 - 86;;;;
3051;DISPONIBLE;11 - 13 - 15 - 28 - 29 - 30 - 32 - 66 - 72 - 90;03 - 18 - 19 - 21 - 27 - 39 - 50 - 67 - 79 - 84;;;;
3052;DISPONIBLE;04 - 05 - 06 - 12 - 14 - 16 - 23 - 50 - 55 - 85;01 - 03 - 17 - 32 - 33 - 36 - 37 - 51 - 52 - 66;;;;
3053;DISPONIBLE;11 - 13 - 15 - 25 - 36 - 49 - 53 - 67 - 74 - 86;10 - 33 - 36 - 57 - 61 - 64 - 67 - 71 - 79 - 89;;;;
3054;DISPONIBLE;04 - 40 - 41 - 55 - 65 - 69 - 71 - 82 - 84 - 85;10 - 27 - 29 - 32 - 50 - 55 - 59 - 64 - 77 - 88;;;;
3055;DISPONIBLE;13 - 14 - 43 - 48 - 49 - 51 - 61 - 63 - 83 - 90;05 - 15 - 19 - 31 - 37 - 41 - 51 - 57 - 65 - 81;;;;
3056;DISPONIBLE;07 - 13 - 27 - 33 - 39 - 52 - 64 - 65 - 68 - 76;05 - 10 - 14 - 21 - 26 - 44 - 61 - 66 - 80 - 87;;;;
3057;DISPONIBLE;06 - 08 - 17 - 19 - 27 - 30 - 55 - 62 - 65 - 90;21 - 23 - 27 - 30 - 37 - 40 - 59 - 60 - 67 - 86;;;;
3058;DISPONIBLE;02 - 16 - 24 - 27 - 40 - 60 - 68 - 71 - 75 - 79;01 - 02 - 37 - 38 - 39 - 49 - 53 - 70 - 73 - 79;;;;
3059;DISPONIBLE;16 - 27 - 31 - 46 - 47 - 48 - 51 - 64 - 67 - 73;13 - 22 - 32 - 40 - 41 - 43 - 66 - 70 - 81 - 82;;;;
3060;DISPONIBLE;16 - 17 - 19 - 22 - 46 - 53 - 61 - 64 - 77 - 82;17 - 23 - 25 - 29 - 57 - 61 - 72 - 75 - 88 - 90;;;;
3061;DISPONIBLE;17 - 22 - 36 - 40 - 44 - 46 - 49 - 69 - 72 - 80;04 - 05 - 25 - 38 - 42 - 47 - 49 - 53 - 63 - 89;;;;
3062;DISPONIBLE;01 - 06 - 13 - 17 - 21 - 30 - 45 - 63 - 75 - 82;18 - 19 - 28 - 47 - 63 - 64 - 66 - 79 - 82 - 87;;;;
3063;DISPONIBLE;22 - 30 - 34 - 43 - 51 - 64 - 67 - 76 - 80 - 84;05 - 16 - 30 - 31 - 41 - 52 - 64 - 79 - 83 - 86;;;;
3064;DISPONIBLE;21 - 31 - 34 - 45 - 54 - 65 - 72 - 75 - 81 - 82;06 - 10 - 13 - 22 - 33 - 34 - 48 - 65 - 84 - 86;;;;
3065;DISPONIBLE;14 - 15 - 22 - 30 - 31 - 61 - 62 - 68 - 69 - 87;04 - 06 - 09 - 18 - 39 - 40 - 42 - 45 - 58 - 87;;;;
3066;DISPONIBLE;12 - 24 - 28 - 29 - 38 - 42 - 48 - 70 - 75 - 90;13 - 16 - 18 - 28 - 35 - 39 - 43 - 61 - 76 - 79;;;;
3067;DISPONIBLE;05 - 07 - 20 - 45 - 51 - 56 - 57 - 70 - 87 - 90;03 - 04 - 16 - 19 - 28 - 34 - 48 - 51 - 74 - 83;;;;
3068;DISPONIBLE;17 - 32 - 37 - 38 - 46 - 53 - 56 - 74 - 85 - 90;01 - 08 - 14 - 15 - 26 - 39 - 45 - 46 - 59 - 72;;;;
3069;DISPONIBLE;17 - 19 - 28 - 33 - 50 - 52 - 59 - 63 - 68 - 77;08 - 43 - 44 - 56 - 63 - 69 - 80 - 83 - 86 - 89;;;;
3070;DISPONIBLE;01 - 14 - 23 - 37 - 58 - 59 - 65 - 66 - 67 - 83;01 - 07 - 20 - 27 - 32 - 42 - 56 - 58 - 75 - 86;;;;
3071;DISPONIBLE;09 - 11 - 20 - 21 - 26 - 45 - 69 - 75 - 79 - 81;11 - 13 - 21 - 27 - 67 - 74 - 78 - 84 - 88 - 89;;;;
3072;DISPONIBLE;01 - 07 - 12 - 21 - 27 - 32 - 41 - 56 - 68 - 73;04 - 08 - 18 - 36 - 38 - 50 - 53 - 69 - 87 - 89;;;;
3073;DISPONIBLE;01 - 10 - 31 - 35 - 53 - 65 - 75 - 76 - 78 - 83;06 - 26 - 58 - 59 - 64 - 65 - 68 - 71 - 73 - 84;;;;
3074;DISPONIBLE;07 - 09 - 32 - 44 - 55 - 57 - 67 - 78 - 85 - 89;08 - 13 - 16 - 48 - 49 - 56 - 59 - 69 - 75 - 84;;;;
3075;DISPONIBLE;21 - 26 - 35 - 37 - 40 - 44 - 66 - 76 - 83 - 86;02 - 08 - 16 - 30 - 31 - 33 - 39 - 48 - 50 - 64;;;;
3076;DISPONIBLE;15 - 16 - 23 - 24 - 46 - 58 - 62 - 70 - 79 - 80;08 - 27 - 42 - 67 - 70 - 78 - 80 - 84 - 86 - 88;;;;
3077;DISPONIBLE;02 - 04 - 06 - 09 - 20 - 47 - 57 - 69 - 71 - 88;16 - 21 - 33 - 35 - 36 - 46 - 61 - 66 - 72 - 87;;;;
3078;DISPONIBLE;01 - 08 - 29 - 35 - 39 - 43 - 55 - 71 - 82 - 86;12 - 13 - 18 - 20 - 26 - 37 - 38 - 67 - 73 - 86;;;;
3079;DISPONIBLE;12 - 30 - 44 - 46 - 51 - 53 - 57 - 69 - 71 - 88;05 - 08 - 17 - 20 - 22 - 30 - 37 - 63 - 71 - 80;;;;
3080;DISPONIBLE;12 - 19 - 23 - 35 - 39 - 51 - 68 - 79 - 81 - 86;10 - 22 - 30 - 31 - 56 - 61 - 72 - 75 - 79 - 90;;;;
3081;DISPONIBLE;07 - 18 - 23 - 28 - 39 - 42 - 62 - 69 - 78 - 90;15 - 18 - 27 - 28 - 42 - 45 - 58 - 69 - 71 - 82;;;;
3082;DISPONIBLE;06 - 20 - 23 - 24 - 26 - 50 - 53 - 68 - 81 - 87;10 - 20 - 32 - 36 - 37 - 45 - 57 - 58 - 83 - 89;;;;
3083;DISPONIBLE;05 - 26 - 34 - 39 - 40 - 64 - 66 - 74 - 80 - 82;03 - 21 - 27 - 30 - 33 - 35 - 68 - 79 - 80 - 87;;;;
3084;DISPONIBLE;07 - 17 - 24 - 37 - 40 - 52 - 65 - 80 - 85 - 90;01 - 16 - 17 - 19 - 34 - 49 - 72 - 73 - 88 - 89;;;;
3085;DISPONIBLE;02 - 08 - 12 - 32 - 37 - 54 - 61 - 65 - 78 - 85;05 - 08 - 18 - 22 - 24 - 56 - 61 - 63 - 64 - 72;;;;
3086;DISPONIBLE;36 - 43 - 50 - 51 - 52 - 55 - 58 - 60 - 83 - 86;09 - 15 - 21 - 52 - 67 - 76 - 77 - 80 - 81 - 84;;;;
3087;DISPONIBLE;14 - 24 - 26 - 38 - 51 - 52 - 64 - 76 - 88 - 89;09 - 18 - 19 - 34 - 35 - 44 - 46 - 49 - 69 - 72;;;;
3088;DISPONIBLE;08 - 12 - 14 - 19 - 33 - 34 - 38 - 41 - 82 - 84;03 - 11 - 14 - 24 - 33 - 34 - 48 - 49 - 75 - 87;;;;
3089;DISPONIBLE;02 - 11 - 40 - 45 - 54 - 60 - 71 - 84 - 85 - 89;10 - 14 - 19 - 22 - 25 - 55 - 65 - 66 - 71 - 75;;;;
3090;DISPONIBLE;05 - 22 - 31 - 38 - 44 - 49 - 61 - 78 - 80 - 81;27 - 29 - 35 - 39 - 40 - 42 - 43 - 52 - 54 - 75;;;;
3091;DISPONIBLE;13 - 26 - 32 - 47 - 67 - 68 - 81 - 83 - 84 - 89;01 - 09 - 12 - 16 - 19 - 29 - 43 - 67 - 72 - 80;;;;
3092;DISPONIBLE;14 - 16 - 27 - 28 - 30 - 40 - 64 - 73 - 75 - 85;01 - 06 - 07 - 08 - 17 - 25 - 60 - 71 - 80 - 87;;;;
3093;DISPONIBLE;04 - 12 - 39 - 47 - 51 - 54 - 57 - 65 - 74 - 75;05 - 10 - 22 - 29 - 50 - 54 - 60 - 73 - 76 - 82;;;;
3094;DISPONIBLE;06 - 14 - 25 - 40 - 41 - 44 - 51 - 62 - 80 - 81;04 - 07 - 13 - 18 - 24 - 28 - 39 - 43 - 63 - 80;;;;
3095;DISPONIBLE;03 - 05 - 16 - 21 - 25 - 30 - 46 - 52 - 56 - 61;03 - 08 - 13 - 19 - 24 - 51 - 60 - 70 - 74 - 88;;;;
3096;DISPONIBLE;13 - 53 - 57 - 62 - 69 - 81 - 84 - 86 - 87 - 89;04 - 15 - 17 - 18 - 43 - 52 - 54 - 56 - 75 - 77;;;;
3097;DISPONIBLE;01 - 04 - 20 - 27 - 36 - 37 - 44 - 47 - 70 - 76;04 - 14 - 26 - 33 - 37 - 38 - 41 - 65 - 78 - 80;;;;
3098;DISPONIBLE;02 - 11 - 14 - 20 - 23 - 34 - 52 - 81 - 82 - 90;16 - 34 - 39 - 42 - 53 - 62 - 77 - 78 - 80 - 83;;;;
3099;DISPONIBLE;16 - 25 - 28 - 29 - 37 - 42 - 55 - 57 - 58 - 77;05 - 14 - 52 - 62 - 72 - 74 - 75 - 80 - 84 - 85;;;;
3100;DISPONIBLE;04 - 14 - 23 - 29 - 36 - 37 - 58 - 64 - 71 - 81;04 - 10 - 19 - 31 - 37 - 39 - 41 - 55 - 58 - 71;;;;
3101;DISPONIBLE;09 - 11 - 13 - 19 - 29 - 51 - 60 - 70 - 71 - 74;07 - 10 - 18 - 33 - 57 - 58 - 66 - 68 - 72 - 75;;;;
3102;DISPONIBLE;08 - 17 - 25 - 32 - 50 - 63 - 70 - 72 - 73 - 87;12 - 13 - 23 - 30 - 58 - 64 - 81 - 82 - 89 - 90;;;;
3103;DISPONIBLE;02 - 09 - 19 - 35 - 38 - 58 - 76 - 77 - 84 - 87;07 - 15 - 18 - 27 - 38 - 49 - 56 - 66 - 69 - 74;;;;
3104;DISPONIBLE;11 - 26 - 28 - 34 - 35 - 47 - 55 - 59 - 63 - 74;03 - 04 - 14 - 16 - 24 - 30 - 36 - 47 - 69 - 82;;;;
3105;DISPONIBLE;25 - 44 - 47 - 56 - 64 - 66 - 76 - 86 - 87 - 90;09 - 14 - 27 - 31 - 32 - 39 - 55 - 66 - 68 - 85;;;;
3106;DISPONIBLE;07 - 19 - 20 - 32 - 38 - 60 - 61 - 63 - 79 - 88;08 - 19 - 26 - 39 - 45 - 54 - 57 - 74 - 77 - 90;;;;
3107;DISPONIBLE;15 - 26 - 30 - 39 - 45 - 63 - 73 - 84 - 86 - 88;01 - 02 - 11 - 19 - 32 - 38 - 49 - 53 - 84 - 86;;;;
3108;DISPONIBLE;03 - 14 - 33 - 64 - 71 - 75 - 80 - 84 - 86 - 90;01 - 07 - 14 - 25 - 32 - 51 - 52 - 75 - 84 - 88;;;;
3109;DISPONIBLE;01 - 08 - 09 - 30 - 34 - 42 - 52 - 66 - 74 - 83;02 - 07 - 25 - 37 - 53 - 56 - 69 - 73 - 74 - 85;;;;
3110;DISPONIBLE;07 - 23 - 33 - 45 - 51 - 66 - 73 - 75 - 81 - 83;04 - 10 - 11 - 18 - 21 - 32 - 38 - 40 - 42 - 57;;;;
3111;DISPONIBLE;04 - 19 - 20 - 22 - 37 - 58 - 67 - 78 - 80 - 83;05 - 11 - 15 - 25 - 35 - 58 - 66 - 72 - 74 - 77;;;;
3112;DISPONIBLE;08 - 10 - 34 - 35 - 52 - 53 - 54 - 64 - 67 - 78;06 - 16 - 24 - 26 - 30 - 32 - 35 - 55 - 70 - 82;;;;
3113;DISPONIBLE;11 - 19 - 23 - 30 - 36 - 39 - 57 - 73 - 75 - 78;06 - 10 - 19 - 22 - 26 - 28 - 59 - 61 - 68 - 86;;;;
3114;DISPONIBLE;04 - 23 - 26 - 27 - 47 - 56 - 60 - 66 - 77 - 82;23 - 24 - 32 - 45 - 55 - 62 - 64 - 71 - 76 - 79;;;;
3115;DISPONIBLE;03 - 18 - 19 - 22 - 27 - 33 - 35 - 45 - 54 - 84;13 - 18 - 19 - 23 - 28 - 52 - 53 - 68 - 69 - 80;;;;
3116;DISPONIBLE;03 - 16 - 21 - 25 - 31 - 34 - 39 - 46 - 47 - 81;02 - 03 - 10 - 13 - 24 - 26 - 35 - 42 - 46 - 87;;;;
3117;DISPONIBLE;37 - 39 - 58 - 69 - 74 - 76 - 82 - 84 - 85 - 87;03 - 21 - 25 - 33 - 34 - 35 - 38 - 44 - 61 - 85;;;;
3118;DISPONIBLE;08 - 15 - 25 - 34 - 37 - 56 - 62 - 75 - 77 - 87;04 - 11 - 15 - 26 - 37 - 44 - 45 - 48 - 86 - 88;;;;
3119;DISPONIBLE;08 - 17 - 33 - 36 - 43 - 45 - 51 - 68 - 69 - 77;02 - 30 - 38 - 45 - 55 - 57 - 61 - 71 - 79 - 83;;;;
3120;DISPONIBLE;29 - 30 - 34 - 35 - 54 - 55 - 58 - 85 - 88 - 89;02 - 06 - 32 - 33 - 37 - 41 - 44 - 52 - 59 - 89;;;;
3121;DISPONIBLE;01 - 12 - 15 - 17 - 44 - 53 - 68 - 74 - 79 - 87;09 - 15 - 39 - 47 - 48 - 54 - 58 - 74 - 80 - 90;;;;
3122;DISPONIBLE;05 - 12 - 15 - 21 - 47 - 55 - 59 - 72 - 73 - 83;04 - 05 - 06 - 08 - 17 - 32 - 37 - 46 - 66 - 74;;;;
3123;DISPONIBLE;01 - 05 - 14 - 31 - 33 - 40 - 54 - 56 - 68 - 72;03 - 17 - 44 - 46 - 56 - 60 - 70 - 74 - 78 - 90;;;;
3124;DISPONIBLE;02 - 17 - 27 - 29 - 34 - 36 - 41 - 71 - 78 - 90;01 - 15 - 17 - 18 - 32 - 58 - 59 - 82 - 86 - 87;;;;
3125;DISPONIBLE;15 - 23 - 24 - 40 - 45 - 48 - 53 - 55 - 57 - 62;09 - 11 - 27 - 39 - 43 - 49 - 68 - 74 - 77 - 87;;;;
3126;DISPONIBLE;05 - 15 - 24 - 25 - 29 - 31 - 59 - 60 - 77 - 78;02 - 07 - 13 - 23 - 27 - 34 - 35 - 62 - 80 - 89;;;;
3127;DISPONIBLE;05 - 09 - 20 - 24 - 32 - 42 - 44 - 85 - 87 - 90;29 - 32 - 43 - 51 - 53 - 59 - 61 - 86 - 88 - 90;;;;
3128;DISPONIBLE;02 - 09 - 19 - 27 - 37 - 44 - 63 - 73 - 83 - 90;21 - 29 - 33 - 34 - 40 - 46 - 53 - 62 - 72 - 88;;;;
3129;DISPONIBLE;06 - 29 - 33 - 36 - 37 - 40 - 53 - 56 - 82 - 89;07 - 08 - 09 - 18 - 19 - 21 - 32 - 36 - 45 - 52;;;;
3130;DISPONIBLE;02 - 05 - 09 - 36 - 49 - 50 - 56 - 63 - 76 - 86;16 - 21 - 26 - 41 - 45 - 58 - 65 - 81 - 83 - 90;;;;
3131;DISPONIBLE;02 - 05 - 06 - 07 - 28 - 29 - 41 - 44 - 56 - 58;08 - 11 - 18 - 22 - 28 - 32 - 33 - 38 - 84 - 90;;;;
3132;DISPONIBLE;01 - 20 - 22 - 44 - 46 - 67 - 71 - 80 - 83 - 89;11 - 21 - 38 - 39 - 41 - 43 - 53 - 57 - 60 - 68;;;;
3133;DISPONIBLE;03 - 11 - 21 - 36 - 48 - 55 - 63 - 74 - 83 - 84;07 - 15 - 23 - 24 - 47 - 54 - 55 - 59 - 79 - 82;;;;
3134;DISPONIBLE;09 - 13 - 14 - 20 - 24 - 41 - 56 - 59 - 79 - 83;11 - 35 - 56 - 59 - 65 - 76 - 77 - 82 - 86 - 88;;;;
3135;DISPONIBLE;07 - 08 - 12 - 14 - 52 - 62 - 68 - 77 - 86 - 88;21 - 24 - 30 - 36 - 39 - 49 - 57 - 68 - 73 - 89;;;;
3136;DISPONIBLE;02 - 21 - 37 - 48 - 54 - 57 - 61 - 70 - 74 - 75;01 - 03 - 10 - 21 - 44 - 48 - 49 - 65 - 84 - 86;;;;
3137;DISPONIBLE;10 - 31 - 37 - 43 - 49 - 50 - 56 - 57 - 64 - 66;05 - 06 - 15 - 28 - 47 - 60 - 62 - 73 - 79 - 89;;;;
3138;DISPONIBLE;13 - 17 - 24 - 30 - 54 - 58 - 61 - 68 - 71 - 77;17 - 19 - 21 - 23 - 25 - 27 - 47 - 48 - 53 - 76;;;;
3139;DISPONIBLE;06 - 08 - 13 - 20 - 28 - 30 - 46 - 62 - 82 - 83;17 - 20 - 28 - 54 - 55 - 65 - 71 - 75 - 77 - 83;;;;
3140;DISPONIBLE;02 - 14 - 17 - 27 - 33 - 43 - 46 - 54 - 67 - 83;04 - 21 - 42 - 43 - 51 - 58 - 59 - 74 - 75 - 79;;;;
3141;DISPONIBLE;10 - 13 - 41 - 55 - 60 - 62 - 80 - 82 - 84 - 86;04 - 13 - 15 - 52 - 54 - 69 - 77 - 79 - 87 - 90;;;;
3142;DISPONIBLE;15 - 18 - 38 - 44 - 47 - 51 - 55 - 63 - 64 - 86;13 - 15 - 23 - 25 - 39 - 46 - 50 - 59 - 77 - 83;;;;
3143;DISPONIBLE;03 - 06 - 29 - 41 - 45 - 53 - 58 - 62 - 68 - 80;02 - 10 - 29 - 55 - 66 - 70 - 71 - 77 - 84 - 87;;;;
3144;DISPONIBLE;01 - 03 - 07 - 28 - 29 - 38 - 41 - 46 - 62 - 80;02 - 03 - 06 - 09 - 21 - 34 - 42 - 61 - 66 - 69;;;;
3145;DISPONIBLE;07 - 18 - 23 - 28 - 29 - 39 - 44 - 52 - 62 - 82;10 - 14 - 16 - 31 - 51 - 52 - 69 - 84 - 86 - 90;;;;
3146;DISPONIBLE;02 - 13 - 40 - 41 - 49 - 54 - 55 - 56 - 74 - 87;16 - 29 - 30 - 42 - 43 - 47 - 55 - 75 - 77 - 81;;;;
3147;DISPONIBLE;02 - 05 - 07 - 08 - 12 - 28 - 31 - 35 - 37 - 68;02 - 12 - 19 - 26 - 48 - 67 - 70 - 77 - 82 - 90;;;;
3148;DISPONIBLE;02 - 26 - 27 - 48 - 62 - 63 - 64 - 72 - 81 - 82;06 - 22 - 35 - 44 - 59 - 66 - 72 - 74 - 77 - 90;;;;
3149;DISPONIBLE;10 - 15 - 24 - 25 - 62 - 63 - 64 - 65 - 81 - 87;06 - 08 - 11 - 13 - 35 - 47 - 56 - 57 - 67 - 77;;;;
3150;DISPONIBLE;12 - 17 - 21 - 35 - 37 - 46 - 58 - 63 - 88 - 90;03 - 19 - 20 - 23 - 51 - 53 - 64 - 66 - 72 - 84;;;;
3151;DISPONIBLE;04 - 16 - 17 - 33 - 45 - 51 - 55 - 69 - 79 - 81;02 - 26 - 29 - 46 - 53 - 64 - 65 - 67 - 69 - 81;;;;
