Carton;Estado;Linea A;Linea B;Linea C;Comprador;Localidad;Pago
1039;DISPONIBLE;04 - 16 - 34 - 64 - 68 - 69 - 76 - 79 - 80 - 84;06 - 09 - 31 - 36 - 50 - 56 - 60 - 72 - 88 - 90;;;;
1040;DISPONIBLE;04 - 05 - 17 - 22 - 27 - 30 - 33 - 62 - 71 - 84;07 - 22 - 29 - 31 - 40 - 43 - 55 - 64 - 88 - 89;;;;
1041;DISPONIBLE;04 - 11 - 23 - 34 - 47 - 51 - 74 - 79 - 81 - 85;10 - 11 - 19 - 21 - 24 - 34 - 54 - 55 - 61 - 84;;;;
1042;DISPONIBLE;19 - 22 - 27 - 33 - 46 - 52 - 63 - 69 - 78 - 85;11 - 13 - 17 - 19 - 42 - 60 - 78 - 79 - 86 - 87;;;;
1043;DISPONIBLE;03 - 10 - 18 - 31 - 45 - 53 - 54 - 65 - 73 - 80;07 - 21 - 28 - 37 - 54 - 65 - 70 - 73 - 81 - 88;;;;
1044;DISPONIBLE;23 - 40 - 47 - 51 - 55 - 60 - 72 - 79 - 86 - 90;02 - 03 - 15 - 17 - 21 - 45 - 58 - 60 - 70 - 86;;;;
1045;DISPONIBLE;11 - 12 - 15 - 18 - 50 - 55 - 58 - 63 - 66 - 81;02 - 09 - 57 - 58 - 59 - 70 - 71 - 81 - 84 - 90;;;;
1046;DISPONIBLE;10 - 11 - 31 - 32 - 62 - 63 - 77 - 80 - 88 - 90;08 - 21 - 35 - 38 - 48 - 50 - 54 - 73 - 84 - 88;;;;
1047;DISPONIBLE;03 - 07 - 11 - 22 - 42 - 54 - 62 - 77 - 86 - 89;03 - 10 - 28 - 35 - 56 - 60 - 61 - 76 - 81 - 89;;;;
1048;DISPONIBLE;10 - 16 - 28 - 41 - 46 - 50 - 53 - 71 - 73 - 87;02 - 05 - 17 - 24 - 32 - 40 - 49 - 60 - 65 - 69;;;;
1049;DISPONIBLE;02 - 10 - 13 - 23 - 62 - 68 - 74 - 75 - 82 - 85;12 - 14 - 19 - 30 - 31 - 35 - 37 - 45 - 57 - 80;;;;
1050;DISPONIBLE;12 - 13 - 21 - 31 - 33 - 53 - 57 - 62 - 63 - 65;01 - 17 - 18 - 32 - 33 - 34 - 47 - 67 - 78 - 89;;;;
1051;DISPONIBLE;11 - 14 - 26 - 51 - 53 - 56 - 67 - 72 - 80 - 83;01 - 04 - 40 - 48 - 51 - 54 - 60 - 72 - 84 - 88;;;;
1052;DISPONIBLE;21 - 37 - 38 - 51 - 57 - 68 - 73 - 77 - 78 - 89;05 - 17 - 21 - 28 - 49 - 62 - 64 - 74 - 84 - 87;;;;
1053;DISPONIBLE;01 - 02 - 06 - 12 - 19 - 48 - 69 - 71 - 75 - 79;06 - 15 - 28 - 33 - 41 - 47 - 51 - 56 - 61 - 89;;;;
1054;DISPONIBLE;12 - 16 - 37 - 43 - 46 - 56 - 58 - 72 - 80 - 82;07 - 20 - 28 - 35 - 55 - 57 - 60 - 62 - 87 - 90;;;;
1055;DISPONIBLE;01 - 07 - 15 - 16 - 31 - 41 - 44 - 50 - 57 - 61;01 - 07 - 17 - 33 - 51 - 53 - 64 - 67 - 74 - 86;;;;
1056;DISPONIBLE;21 - 24 - 44 - 55 - 60 - 66 - 67 - 78 - 85 - 87;02 - 04 - 17 - 43 - 50 - 58 - 62 - 68 - 69 - 71;;;;
1057;DISPONIBLE;03 - 10 - 14 - 19 - 23 - 24 - 27 - 58 - 59 - 90;05 - 15 - 35 - 37 - 46 - 47 - 55 - 64 - 66 - 88;;;;
1058;DISPONIBLE;09 - 14 - 34 - 43 - 46 - 50 - 53 - 62 - 80 - 89;02 - 07 - 16 - 19 - 33 - 39 - 45 - 52 - 82 - 89;;;;
1059;DISPONIBLE;04 - 15 - 19 - 24 - 25 - 35 - 50 - 58 - 72 - 80;06 - 14 - 25 - 35 - 39 - 49 - 50 - 52 - 58 - 90;;;;
1060;DISPONIBLE;19 - 30 - 32 - 48 - 52 - 68 - 74 - 75 - 80 - 86;10 - 23 - 28 - 31 - 54 - 69 - 77 - 78 - 84 - 88;;;;
1061;DISPONIBLE;16 - 24 - 29 - 34 - 41 - 56 - 63 - 69 - 77 - 78;01 - 11 - 13 - 20 - 21 - 23 - 37 - 43 - 44 - 47;;;;
1062;DISPONIBLE;04 - 09 - 30 - 40 - 61 - 65 - 67 - 72 - 78 - 86;10 - 11 - 19 - 22 - 24 - 28 - 39 - 57 - 81 - 83;;;;
1063;DISPONIBLE;05 - 14 - 18 - 22 - 26 - 27 - 63 - 81 - 83 - 86;05 - 45 - 65 - 66 - 67 - 75 - 76 - 80 - 87 - 88;;;;
1064;DISPONIBLE;02 - 12 - 15 - 22 - 33 - 37 - 40 - 58 - 69 - 86;02 - 28 - 37 - 43 - 57 - 61 - 64 - 65 - 80 - 84;;;;
1065;DISPONIBLE;13 - 16 - 21 - 28 - 60 - 68 - 72 - 82 - 83 - 85;12 - 22 - 28 - 32 - 42 - 62 - 83 - 84 - 87 - 90;;;;
1066;DISPONIBLE;03 - 10 - 22 - 25 - 38 - 42 - 43 - 61 - 88 - 90;02 - 08 - 21 - 27 - 45 - 61 - 73 - 86 - 87 - 88;;;;
1067;DISPONIBLE;05 - 07 - 11 - 23 - 30 - 46 - 68 - 79 - 81 - 82;10 - 17 - 20 - 34 - 40 - 41 - 44 - 60 - 75 - 76;;;;
1068;DISPONIBLE;09 - 32 - 39 - 40 - 46 - 64 - 69 - 71 - 79 - 81;03 - 19 - 23 - 27 - 35 - 38 - 43 - 58 - 63 - 72;;;;
1069;DISPONIBLE;11 - 17 - 18 - 21 - 23 - 41 - 43 - 51 - 54 - 73;08 - 28 - 54 - 66 - 67 - 68 - 70 - 73 - 82 - 83;;;;
1070;DISPONIBLE;01 - 05 - 18 - 47 - 51 - 63 - 65 - 83 - 85 - 89;08 - 14 - 16 - 23 - 40 - 41 - 58 - 60 - 69 - 71;;;;
1071;DISPONIBLE;02 - 17 - 21 - 39 - 42 - 65 - 68 - 73 - 81 - 90;03 - 05 - 10 - 23 - 27 - 29 - 34 - 39 - 58 - 75;;;;
1072;DISPONIBLE;11 - 13 - 18 - 27 - 33 - 37 - 56 - 80 - 81 - 85;07 - 10 - 13 - 14 - 31 - 34 - 72 - 73 - 76 - 82;;;;
1073;DISPONIBLE;05 - 06 - 16 - 17 - 40 - 46 - 60 - 64 - 76 - 78;20 - 22 - 23 - 27 - 36 - 43 - 51 - 53 - 67 - 89;;;;
1074;DISPONIBLE;03 - 05 - 30 - 32 - 40 - 44 - 46 - 62 - 72 - 75;08 - 10 - 13 - 32 - 52 - 54 - 64 - 71 - 76 - 86;;;;
1075;DISPONIBLE;05 - 08 - 15 - 23 - 41 - 43 - 48 - 56 - 66 - 70;03 - 08 - 14 - 35 - 38 - 42 - 54 - 64 - 79 - 85;;;;
1076;DISPONIBLE;11 - 31 - 35 - 39 - 51 - 52 - 61 - 65 - 78 - 86;05 - 12 - 13 - 15 - 33 - 74 - 75 - 78 - 87 - 88;;;;
1077;DISPONIBLE;18 - 25 - 28 - 30 - 33 - 50 - 68 - 72 - 73 - 82;09 - 17 - 18 - 24 - 34 - 37 - 44 - 47 - 58 - 68;;;;
1078;DISPONIBLE;19 - 42 - 46 - 52 - 56 - 58 - 63 - 65 - 81 - 84;05 - 16 - 22 - 25 - 28 - 32 - 41 - 53 - 68 - 85;;;;
1079;DISPONIBLE;04 - 05 - 25 - 36 - 51 - 58 - 68 - 72 - 76 - 83;06 - 09 - 11 - 16 - 42 - 52 - 67 - 72 - 73 - 77;;;;
1080;DISPONIBLE;09 - 37 - 39 - 54 - 56 - 57 - 61 - 64 - 68 - 69;03 - 04 - 05 - 12 - 15 - 36 - 45 - 81 - 85 - 90;;;;
1081;DISPONIBLE;06 - 18 - 19 - 36 - 42 - 44 - 47 - 61 - 63 - 65;03 - 21 - 25 - 33 - 35 - 43 - 54 - 57 - 66 - 67;;;;
1082;DISPONIBLE;13 - 19 - 31 - 37 - 47 - 52 - 56 - 61 - 69 - 90;02 - 05 - 15 - 26 - 37 - 39 - 58 - 74 - 75 - 84;;;;
1083;DISPONIBLE;03 - 11 - 18 - 22 - 29 - 38 - 41 - 51 - 65 - 80;02 - 06 - 20 - 22 - 24 - 39 - 42 - 47 - 53 - 57;;;;
1084;DISPONIBLE;16 - 36 - 37 - 42 - 44 - 48 - 70 - 71 - 72 - 83;01 - 16 - 19 - 22 - 23 - 26 - 37 - 70 - 75 - 76;;;;
1085;DISPONIBLE;07 - 09 - 20 - 27 - 32 - 64 - 66 - 85 - 87 - 88;14 - 23 - 24 - 32 - 38 - 39 - 42 - 52 - 71 - 88;;;;
1086;DISPONIBLE;03 - 07 - 12 - 16 - 17 - 29 - 69 - 71 - 86 - 89;01 - 04 - 14 - 46 - 47 - 53 - 57 - 63 - 66 - 73;;;;
1087;DISPONIBLE;23 - 26 - 38 - 40 - 49 - 55 - 56 - 57 - 58 - 62;07 - 09 - 17 - 18 - 32 - 35 - 39 - 56 - 69 - 86;;;;
1088;DISPONIBLE;01 - 18 - 42 - 43 - 51 - 61 - 75 - 82 - 84 - 90;14 - 16 - 23 - 25 - 40 - 44 - 55 - 65 - 69 - 70;;;;
1089;DISPONIBLE;01 - 15 - 16 - 18 - 38 - 52 - 59 - 61 - 67 - 87;06 - 20 - 26 - 30 - 37 - 41 - 45 - 52 - 54 - 84;;;;
1090;DISPONIBLE;22 - 24 - 35 - 41 - 46 - 47 - 73 - 80 - 83 - 86;13 - 14 - 31 - 40 - 42 - 53 - 54 - 55 - 56 - 65;;;;
1091;DISPONIBLE;07 - 20 - 21 - 30 - 31 - 41 - 74 - 75 - 82 - 88;06 - 09 - 13 - 19 - 25 - 29 - 32 - 40 - 75 - 85;;;;
1092;DISPONIBLE;02 - 05 - 32 - 50 - 56 - 74 - 75 - 81 - 85 - 90;17 - 19 - 29 - 31 - 40 - 48 - 60 - 68 - 81 - 82;;;;
1093;DISPONIBLE;06 - 18 - 20 - 24 - 37 - 38 - 41 - 55 - 73 - 75;07 - 08 - 25 - 44 - 52 - 53 - 62 - 63 - 78 - 83;;;;
1094;DISPONIBLE;01 - 09 - 10 - 21 - 27 - 31 - 36 - 51 - 53 - 76;06 - 18 - 28 - 44 - 45 - 64 - 67 - 76 - 80 - 85;;;;
1095;DISPONIBLE;22 - 40 - 43 - 44 - 48 - 54 - 63 - 65 - 81 - 88;10 - 27 - 48 - 49 - 51 - 62 - 69 - 75 - 77 - 82;;;;
1096;DISPONIBLE;08 - 12 - 15 - 17 - 26 - 29 - 30 - 48 - 62 - 80;16 - 25 - 35 - 39 - 43 - 53 - 72 - 77 - 82 - 87;;;;
1097;DISPONIBLE;03 - 08 - 24 - 25 - 41 - 44 - 49 - 52 - 59 - 88;02 - 12 - 22 - 29 - 34 - 42 - 44 - 49 - 54 - 56;;;;
1098;DISPONIBLE;03 - 07 - 30 - 40 - 43 - 45 - 55 - 56 - 61 - 78;05 - 13 - 23 - 28 - 34 - 35 - 53 - 55 - 61 - 78;;;;
1099;DISPONIBLE;13 - 34 - 41 - 52 - 59 - 62 - 67 - 74 - 84 - 89;06 - 08 - 15 - 30 - 31 - 32 - 40 - 51 - 58 - 85;;;;
1100;DISPONIBLE;07 - 30 - 37 - 50 - 57 - 61 - 62 - 68 - 80 - 89;29 - 30 - 43 - 44 - 46 - 47 - 61 - 69 - 71 - 85;;;;
1101;DISPONIBLE;16 - 19 - 27 - 29 - 34 - 37 - 49 - 72 - 78 - 87;01 - 20 - 31 - 38 - 43 - 48 - 49 - 57 - 69 - 76;;;;
1102;DISPONIBLE;27 - 35 - 48 - 50 - 59 - 61 - 67 - 76 - 78 - 81;20 - 31 - 35 - 39 - 44 - 59 - 72 - 75 - 83 - 90;;;;
1103;DISPONIBLE;02 - 13 - 14 - 18 - 60 - 70 - 74 - 82 - 87 - 89;11 - 17 - 22 - 34 - 38 - 39 - 44 - 60 - 73 - 79;;;;
1104;DISPONIBLE;09 - 14 - 15 - 21 - 27 - 36 - 48 - 69 - 78 - 81;02 - 13 - 24 - 31 - 37 - 43 - 61 - 66 - 82 - 84;;;;
1105;DISPONIBLE;12 - 19 - 20 - 28 - 36 - 45 - 59 - 77 - 86 - 89;03 - 29 - 31 - 34 - 40 - 47 - 55 - 57 - 80 - 81;;;;
1106;DISPONIBLE;02 - 15 - 22 - 27 - 40 - 57 - 62 - 66 - 84 - 86;06 - 10 - 18 - 21 - 23 - 28 - 29 - 32 - 49 - 59;;;;
1107;DISPONIBLE;02 - 04 - 11 - 42 - 45 - 54 - 58 - 71 - 82 - 89;06 - 10 - 12 - 25 - 28 - 36 - 53 - 66 - 70 - 80;;;;
1108;DISPONIBLE;09 - 10 - 17 - 41 - 51 - 52 - 53 - 62 - 65 - 71;03 - 06 - 12 - 51 - 59 - 65 - 67 - 71 - 73 - 88;;;;
1109;DISPONIBLE;09 - 19 - 21 - 25 - 30 - 35 - 41 - 47 - 48 - 77;01 - 02 - 13 - 15 - 21 - 22 - 37 - 48 - 50 - 84;;;;
1110;DISPONIBLE;04 - 13 - 15 - 22 - 41 - 52 - 60 - 66 - 70 - 71;10 - 21 - 38 - 71 - 73 - 75 - 79 - 84 - 87 - 88;;;;
1111;DISPONIBLE;01 - 02 - 25 - 63 - 75 - 77 - 81 - 83 - 84 - 86;03 - 11 - 26 - 36 - 39 - 47 - 48 - 61 - 65 - 81;;;;
1112;DISPONIBLE;06 - 51 - 53 - 54 - 56 - 58 - 59 - 64 - 70 - 78;14 - 35 - 46 - 47 - 50 - 74 - 76 - 77 - 79 - 87;;;;
1113;DISPONIBLE;02 - 16 - 19 - 36 - 50 - 55 - 66 - 72 - 73 - 85;07 - 09 - 16 - 27 - 30 - 38 - 39 - 49 - 51 - 71;;;;
1114;DISPONIBLE;01 - 05 - 14 - 33 - 52 - 67 - 77 - 78 - 84 - 85;15 - 46 - 48 - 54 - 56 - 59 - 66 - 67 - 86 - 90;;;;
1115;DISPONIBLE;02 - 03 - 09 - 19 - 33 - 40 - 44 - 76 - 78 - 81;02 - 03 - 22 - 30 - 31 - 39 - 48 - 50 - 51 - 64;;;;
1116;DISPONIBLE;26 - 35 - 37 - 56 - 57 - 66 - 67 - 70 - 78 - 79;38 - 40 - 41 - 45 - 50 - 54 - 65 - 70 - 73 - 75;;;;
1117;DISPONIBLE;24 - 30 - 31 - 41 - 44 - 46 - 73 - 75 - 81 - 87;01 - 11 - 18 - 36 - 45 - 46 - 63 - 68 - 77 - 88;;;;
1118;DISPONIBLE;10 - 11 - 22 - 52 - 54 - 57 - 58 - 61 - 63 - 80;02 - 19 - 29 - 33 - 54 - 61 - 63 - 66 - 79 - 83;;;;
1119;DISPONIBLE;04 - 10 - 13 - 16 - 19 - 28 - 46 - 59 - 62 - 85;03 - 06 - 21 - 36 - 44 - 64 - 75 - 76 - 84 - 88;;;;
1120;DISPONIBLE;14 - 16 - 21 - 38 - 54 - 58 - 67 - 68 - 72 - 79;06 - 11 - 19 - 35 - 52 - 63 - 73 - 76 - 77 - 89;;;;
1121;DISPONIBLE;06 - 07 - 16 - 17 - 27 - 35 - 51 - 52 - 55 - 60;05 - 19 - 21 - 23 - 30 - 43 - 57 - 67 - 70 - 80;;;;
1122;DISPONIBLE;10 - 20 - 24 - 29 - 30 - 34 - 50 - 67 - 79 - 86;16 - 29 - 33 - 35 - 40 - 69 - 70 - 73 - 78 - 87;;;;
1123;DISPONIBLE;02 - 03 - 04 - 06 - 14 - 22 - 38 - 49 - 69 - 80;01 - 12 - 15 - 16 - 22 - 60 - 63 - 75 - 76 - 85;;;;
1124;DISPONIBLE;10 - 16 - 24 - 43 - 59 - 64 - 68 - 80 - 84 - 85;02 - 14 - 16 - 17 - 27 - 28 - 51 - 66 - 68 - 75;;;;
1125;DISPONIBLE;14 - 22 - 23 - 38 - 46 - 53 - 59 - 69 - 82 - 87;15 - 17 - 27 - 28 - 29 - 31 - 46 - 66 - 70 - 86;;;;
1126;DISPONIBLE;21 - 30 - 42 - 45 - 65 - 66 - 71 - 77 - 79 - 89;01 - 03 - 25 - 47 - 49 - 53 - 64 - 76 - 84 - 89;;;;
1127;DISPONIBLE;02 - 05 - 10 - 29 - 43 - 62 - 65 - 67 - 86 - 87;05 - 15 - 32 - 47 - 59 - 64 - 68 - 71 - 77 - 88;;;;
1128;DISPONIBLE;13 - 33 - 37 - 44 - 47 - 50 - 52 - 62 - 67 - 78;01 - 03 - 26 - 38 - 42 - 46 - 64 - 84 - 85 - 89;;;;
1129;DISPONIBLE;09 - 19 - 27 - 36 - 46 - 50 - 57 - 63 - 65 - 87;12 - 22 - 23 - 24 - 49 - 52 - 65 - 66 - 74 - 86;;;;
1130;DISPONIBLE;16 - 17 - 48 - 49 - 54 - 56 - 78 - 83 - 85 - 90;13 - 19 - 21 - 25 - 39 - 47 - 49 - 52 - 76 - 84;;;;
1131;DISPONIBLE;18 - 35 - 41 - 43 - 45 - 48 - 52 - 74 - 80 - 86;07 - 41 - 44 - 50 - 52 - 56 - 57 - 61 - 74 - 83;;;;
1132;DISPONIBLE;34 - 43 - 49 - 56 - 57 - 61 - 70 - 71 - 73 - 79;05 - 12 - 27 - 33 - 45 - 51 - 57 - 62 - 79 - 83;;;;
1133;DISPONIBLE;01 - 06 - 17 - 24 - 25 - 26 - 37 - 55 - 75 - 89;05 - 07 - 17 - 28 - 31 - 39 - 44 - 68 - 71 - 80;;;;
1134;DISPONIBLE;24 - 37 - 38 - 44 - 53 - 62 - 64 - 65 - 68 - 90;02 - 05 - 06 - 15 - 20 - 27 - 39 - 47 - 78 - 79;;;;
1135;DISPONIBLE;04 - 10 - 19 - 31 - 32 - 36 - 39 - 78 - 81 - 88;05 - 15 - 26 - 38 - 52 - 58 - 64 - 65 - 68 - 84;;;;
1136;DISPONIBLE;07 - 10 - 14 - 16 - 17 - 24 - 26 - 60 - 69 - 80;06 - 17 - 19 - 20 - 25 - 32 - 40 - 54 - 64 - 90;;;;
1137;DISPONIBLE;18 - 22 - 41 - 43 - 46 - 53 - 65 - 67 - 77 - 80;03 - 08 - 13 - 32 - 33 - 38 - 40 - 44 - 53 - 90;;;;
1138;DISPONIBLE;01 - 23 - 37 - 42 - 43 - 47 - 55 - 68 - 76 - 89;07 - 19 - 21 - 30 - 34 - 43 - 67 - 77 - 81 - 89;;;;
1139;DISPONIBLE;01 - 12 - 16 - 28 - 36 - 49 - 56 - 58 - 82 - 87;10 - 26 - 28 - 31 - 34 - 49 - 53 - 77 - 79 - 81;;;;
1140;DISPONIBLE;03 - 23 - 33 - 38 - 48 - 53 - 61 - 72 - 76 - 79;19 - 22 - 34 - 48 - 54 - 61 - 64 - 68 - 78 - 79;;;;
1141;DISPONIBLE;05 - 08 - 12 - 13 - 14 - 24 - 27 - 58 - 69 - 70;02 - 06 - 12 - 42 - 49 - 54 - 59 - 60 - 61 - 71;;;;
1142;DISPONIBLE;04 - 08 - 10 - 36 - 44 - 49 - 63 - 68 - 69 - 87;10 - 13 - 15 - 26 - 44 - 56 - 65 - 70 - 84 - 85;;;;
1143;DISPONIBLE;20 - 22 - 24 - 32 - 33 - 37 - 49 - 58 - 67 - 84;04 - 13 - 17 - 37 - 47 - 48 - 52 - 74 - 79 - 86;;;;
1144;DISPONIBLE;07 - 14 - 19 - 22 - 45 - 48 - 52 - 53 - 66 - 82;01 - 08 - 12 - 35 - 49 - 51 - 55 - 64 - 77 - 88;;;;
1145;DISPONIBLE;04 - 15 - 19 - 23 - 27 - 45 - 53 - 60 - 72 - 89;03 - 14 - 17 - 20 - 64 - 69 - 79 - 81 - 83 - 89;;;;
1146;DISPONIBLE;14 - 19 - 31 - 43 - 44 - 67 - 68 - 76 - 80 - 88;13 - 19 - 31 - 36 - 46 - 51 - 54 - 56 - 74 - 86;;;;
1147;DISPONIBLE;02 - 31 - 39 - 43 - 46 - 47 - 51 - 64 - 81 - 86;09 - 29 - 41 - 50 - 68 - 71 - 75 - 76 - 82 - 83;;;;
1148;DISPONIBLE;15 - 16 - 24 - 30 - 64 - 74 - 75 - 82 - 83 - 84;08 - 10 - 13 - 17 - 21 - 22 - 25 - 41 - 45 - 66;;;;
1149;DISPONIBLE;03 - 13 - 17 - 24 - 39 - 43 - 53 - 65 - 86 - 88;05 - 11 - 28 - 30 - 58 - 66 - 72 - 75 - 85 - 86;;;;
1150;DISPONIBLE;07 - 10 - 14 - 18 - 25 - 34 - 39 - 40 - 57 - 71;03 - 04 - 39 - 44 - 59 - 72 - 76 - 82 - 88 - 89;;;;
1151;DISPONIBLE;03 - 23 - 24 - 41 - 46 - 47 - 50 - 56 - 62 - 90;03 - 14 - 19 - 26 - 34 - 38 - 42 - 43 - 45 - 72;;;;
