Carton;Estado;Linea A;Linea B;Linea C;Comprador;Localidad;Pago
1015;DISPONIBLE;03 - 05 - 16 - 28 - 40 - 52 - 54 - 68 - 74 - 85;09 - 18 - 23 - 49 - 54 - 67 - 69 - 73 - 77 - 87;;;;
1016;DISPONIBLE;06 - 10 - 13 - 14 - 29 - 30 - 44 - 62 - 75 - 87;07 - 21 - 45 - 52 - 59 - 82 - 83 - 84 - 86 - 88;;;;
1017;DISPONIBLE;16 - 21 - 22 - 44 - 51 - 58 - 65 - 72 - 75 - 81;16 - 19 - 20 - 26 - 41 - 43 - 47 - 59 - 75 - 79;;;;
1018;DISPONIBLE;09 - 11 - 15 - 20 - 24 - 30 - 43 - 48 - 71 - 88;05 - 10 - 13 - 21 - 23 - 32 - 34 - 38 - 42 - 46;;;;
1019;DISPONIBLE;18 - 25 - 48 - 49 - 50 - 52 - 57 - 63 - 64 - 88;03 - 05 - 23 - 27 - 35 - 46 - 65 - 67 - 75 - 85;;;;
1020;DISPONIBLE;14 - 22 - 25 - 44 - 57 - 58 - 59 - 61 - 70 - 73;17 - 24 - 26 - 30 - 31 - 38 - 47 - 55 - 81 - 85;;;;
1021;DISPONIBLE;11 - 13 - 20 - 24 - 44 - 58 - 63 - 72 - 75 - 89;09 - 13 - 15 - 21 - 30 - 40 - 48 - 62 - 85 - 87;;;;
1022;DISPONIBLE;02 - 14 - 21 - 37 - 46 - 51 - 60 - 68 - 71 - 73;08 - 18 - 27 - 29 - 31 - 37 - 40 - 62 - 70 - 81;;;;
1023;DISPONIBLE;04 - 09 - 24 - 32 - 39 - 68 - 69 - 72 - 78 - 89;08 - 14 - 21 - 28 - 40 - 42 - 65 - 68 - 86 - 88;;;;
1024;DISPONIBLE;03 - 04 - 08 - 12 - 29 - 33 - 43 - 49 - 80 - 90;09 - 13 - 25 - 33 - 47 - 54 - 69 - 71 - 74 - 88;;;;
1025;DISPONIBLE;02 - 03 - 14 - 18 - 19 - 31 - 76 - 77 - 85 - 86;03 - 05 - 52 - 53 - 62 - 66 - 67 - 70 - 71 - 86;;;;
1026;DISPONIBLE;06 - 15 - 34 - 47 - 51 - 52 - 67 - 83 - 84 - 88;06 - 09 - 16 - 25 - 43 - 45 - 52 - 71 - 85 - 87;;;;
1027;DISPONIBLE;03 - 26 - 28 - 30 - 34 - 36 - 58 - 70 - 74 - 79;07 - 14 - 16 - 34 - 37 - 45 - 57 - 58 - 86 - 87;;;;
1028;DISPONIBLE;12 - 26 - 47 - 49 - 52 - 53 - 66 - 72 - 85 - 88;09 - 25 - 49 - 57 - 66 - 68 - 69 - 71 - 77 - 90;;;;
1029;DISPONIBLE;07 - 10 - 25 - 33 - 37 - 45 - 64 - 80 - 83 - 89;03 - 09 - 13 - 17 - 20 - 73 - 78 - 81 - 85 - 89;;;;
1030;DISPONIBLE;13 - 18 - 23 - 30 - 46 - 49 - 65 - 78 - 86 - 87;02 - 05 - 15 - 20 - 40 - 43 - 44 - 56 - 72 - 90;;;;
1031;DISPONIBLE;02 - 14 - 32 - 37 - 48 - 49 - 50 - 69 - 82 - 88;13 - 34 - 42 - 46 - 47 - 55 - 61 - 63 - 69 - 83;;;;
1032;DISPONIBLE;10 - 27 - 28 - 59 - 69 - 71 - 75 - 81 - 85 - 87;03 - 07 - 08 - 16 - 21 - 37 - 47 - 57 - 58 - 80;;;;
1033;DISPONIBLE;01 - 02 - 06 - 19 - 25 - 30 - 34 - 53 - 54 - 62;08 - 15 - 30 - 43 - 49 - 52 - 72 - 86 - 87 - 90;;;;
1034;DISPONIBLE;04 - 05 - 09 - 26 - 27 - 32 - 33 - 42 - 74 - 79;04 - 33 - 36 - 45 - 49 - 57 - 59 - 68 - 69 - 79;;;;
1035;DISPONIBLE;05 - 07 - 29 - 45 - 52 - 55 - 66 - 68 - 71 - 73;26 - 31 - 48 - 51 - 59 - 68 - 72 - 78 - 81 - 86;;;;
1036;DISPONIBLE;07 - 10 - 15 - 39 - 45 - 48 - 59 - 69 - 79 - 89;02 - 08 - 14 - 26 - 31 - 47 - 51 - 67 - 82 - 87;;;;
1037;DISPONIBLE;27 - 33 - 38 - 43 - 48 - 50 - 64 - 72 - 78 - 90;06 - 13 - 25 - 50 - 51 - 56 - 72 - 79 - 84 - 90;;;;
1038;DISPONIBLE;03 - 07 - 12 - 17 - 36 - 56 - 61 - 62 - 67 - 76;37 - 50 - 52 - 64 - 66 - 78 - 86 - 87 - 88 - 89;;;;
1039;DISPONIBLE;08 - 18 - 21 - 26 - 35 - 42 - 44 - 46 - 60 - 64;06 - 15 - 28 - 29 - 34 - 44 - 61 - 68 - 73 - 83;;;;
1040;DISPONIBLE;01 - 23 - 25 - 32 - 35 - 41 - 44 - 46 - 48 - 65;02 - 05 - 11 - 16 - 22 - 72 - 78 - 85 - 89 - 90;;;;
1041;DISPONIBLE;04 - 08 - 14 - 37 - 39 - 43 - 48 - 62 - 70 - 85;02 - 20 - 29 - 34 - 42 - 43 - 48 - 65 - 71 - 85;;;;
1042;DISPONIBLE;06 - 16 - 35 - 44 - 46 - 57 - 62 - 74 - 83 - 86;13 - 24 - 35 - 40 - 46 - 51 - 53 - 69 - 80 - 87;;;;
1043;DISPONIBLE;02 - 08 - 22 - 25 - 31 - 43 - 53 - 64 - 70 - 76;04 - 07 - 10 - 13 - 18 - 22 - 31 - 46 - 56 - 76;;;;
1044;DISPONIBLE;18 - 23 - 29 - 36 - 46 - 59 - 64 - 69 - 84 - 88;01 - 02 - 14 - 32 - 33 - 60 - 71 - 73 - 85 - 89;;;;
1045;DISPONIBLE;01 - 22 - 35 - 44 - 47 - 62 - 63 - 66 - 80 - 86;03 - 04 - 06 - 37 - 46 - 52 - 65 - 68 - 69 - 83;;;;
1046;DISPONIBLE;07 - 11 - 21 - 22 - 31 - 52 - 63 - 68 - 80 - 82;01 - 05 - 08 - 18 - 33 - 37 - 40 - 59 - 84 - 86;;;;
1047;DISPONIBLE;07 - 27 - 38 - 40 - 44 - 58 - 71 - 77 - 80 - 89;08 - 09 - 12 - 14 - 25 - 27 - 53 - 63 - 82 - 87;;;;
1048;DISPONIBLE;22 - 24 - 26 - 32 - 33 - 53 - 67 - 83 - 87 - 89;10 - 17 - 18 - 19 - 22 - 40 - 58 - 71 - 77 - 88;;;;
1049;DISPONIBLE;10 - 21 - 26 - 33 - 56 - 71 - 72 - 73 - 82 - 88;18 - 30 - 35 - 36 - 60 - 61 - 62 - 73 - 79 - 82;;;;
1050;DISPONIBLE;11 - 15 - 23 - 44 - 47 - 51 - 61 - 69 - 71 - 87;16 - 20 - 28 - 38 - 41 - 49 - 56 - 65 - 74 - 77;;;;
1051;DISPONIBLE;28 - 32 - 34 - 36 - 41 - 47 - 56 - 67 - 70 - 87;16 - 33 - 37 - 38 - 45 - 59 - 71 - 76 - 82 - 88;;;;
1052;DISPONIBLE;03 - 04 - 25 - 26 - 29 - 33 - 52 - 66 - 74 - 81;02 - 16 - 33 - 35 - 39 - 41 - 54 - 65 - 81 - 83;;;;
1053;DISPONIBLE;08 - 09 - 15 - 40 - 51 - 59 - 60 - 72 - 74 - 79;07 - 31 - 39 - 50 - 58 - 65 - 68 - 70 - 74 - 79;;;;
1054;DISPONIBLE;09 - 23 - 31 - 33 - 44 - 53 - 64 - 73 - 75 - 86;02 - 11 - 13 - 27 - 32 - 48 - 63 - 64 - 77 - 90;;;;
1055;DISPONIBLE;07 - 12 - 16 - 46 - 50 - 54 - 61 - 66 - 87 - 88;05 - 27 - 33 - 48 - 57 - 58 - 62 - 64 - 65 - 66;;;;
1056;DISPONIBLE;05 - 08 - 23 - 28 - 41 - 51 - 63 - 73 - 76 - 83;13 - 15 - 19 - 25 - 29 - 36 - 40 - 66 - 70 - 78;;;;
1057;DISPONIBLE;10 - 17 - 25 - 47 - 49 - 54 - 66 - 72 - 75 - 83;02 - 05 - 08 - 35 - 36 - 47 - 48 - 73 - 75 - 88;;;;
1058;DISPONIBLE;02 - 06 - 13 - 28 - 29 - 45 - 70 - 71 - 84 - 88;10 - 15 - 16 - 31 - 42 - 47 - 65 - 77 - 82 - 90;;;;
1059;DISPONIBLE;04 - 10 - 18 - 22 - 28 - 29 - 31 - 55 - 67 - 69;11 - 20 - 34 - 35 - 40 - 65 - 70 - 79 - 81 - 90;;;;
1060;DISPONIBLE;06 - 42 - 51 - 53 - 57 - 60 - 71 - 75 - 78 - 82;08 - 11 - 17 - 22 - 40 - 45 - 46 - 71 - 79 - 81;;;;
1061;DISPONIBLE;04 - 10 - 12 - 13 - 18 - 23 - 25 - 53 - 56 - 84;04 - 15 - 16 - 41 - 48 - 49 - 52 - 66 - 86 - 89;;;;
1062;DISPONIBLE;03 - 12 - 15 - 20 - 31 - 36 - 49 - 51 - 68 - 90;04 - 08 - 27 - 34 - 40 - 51 - 54 - 59 - 77 - 81;;;;
1063;DISPONIBLE;17 - 18 - 31 - 34 - 37 - 41 - 65 - 78 - 80 - 89;22 - 24 - 36 - 40 - 43 - 44 - 52 - 65 - 70 - 88;;;;
1064;DISPONIBLE;10 - 31 - 34 - 41 - 68 - 74 - 75 - 81 - 82 - 83;02 - 09 - 22 - 42 - 55 - 62 - 70 - 72 - 73 - 88;;;;
1065;DISPONIBLE;01 - 08 - 15 - 16 - 20 - 47 - 55 - 65 - 67 - 82;02 - 06 - 24 - 30 - 41 - 47 - 49 - 75 - 87 - 88;;;;
1066;DISPONIBLE;21 - 27 - 28 - 33 - 45 - 51 - 59 - 66 - 74 - 89;19 - 38 - 42 - 46 - 47 - 49 - 61 - 70 - 71 - 81;;;;
1067;DISPONIBLE;18 - 35 - 37 - 41 - 52 - 69 - 70 - 75 - 79 - 80;15 - 16 - 34 - 45 - 48 - 60 - 63 - 64 - 66 - 82;;;;
1068;DISPONIBLE;04 - 12 - 13 - 21 - 24 - 28 - 36 - 47 - 60 - 72;06 - 07 - 13 - 16 - 33 - 41 - 42 - 43 - 55 - 85;;;;
1069;DISPONIBLE;07 - 36 - 42 - 56 - 57 - 60 - 61 - 70 - 72 - 82;14 - 29 - 39 - 44 - 49 - 56 - 60 - 62 - 65 - 66;;;;
1070;DISPONIBLE;05 - 08 - 09 - 12 - 18 - 28 - 30 - 41 - 73 - 81;27 - 40 - 41 - 49 - 58 - 59 - 60 - 64 - 70 - 82;;;;
1071;DISPONIBLE;20 - 24 - 34 - 47 - 51 - 53 - 58 - 61 - 62 - 67;08 - 14 - 40 - 42 - 50 - 57 - 63 - 74 - 89 - 90;;;;
1072;DISPONIBLE;03 - 15 - 16 - 35 - 43 - 49 - 63 - 70 - 74 - 81;06 - 32 - 37 - 44 - 52 - 57 - 65 - 66 - 82 - 85;;;;
1073;DISPONIBLE;09 - 24 - 29 - 30 - 41 - 45 - 57 - 63 - 70 - 86;16 - 31 - 36 - 42 - 45 - 46 - 51 - 59 - 72 - 90;;;;
1074;DISPONIBLE;05 - 06 - 16 - 27 - 43 - 46 - 65 - 69 - 77 - 79;13 - 17 - 26 - 58 - 61 - 62 - 67 - 81 - 85 - 90;;;;
1075;DISPONIBLE;03 - 05 - 22 - 23 - 24 - 26 - 28 - 38 - 69 - 72;05 - 07 - 09 - 14 - 18 - 19 - 25 - 36 - 59 - 67;;;;
1076;DISPONIBLE;27 - 32 - 41 - 53 - 60 - 61 - 62 - 74 - 79 - 87;03 - 17 - 27 - 29 - 35 - 36 - 68 - 78 - 79 - 84;;;;
1077;DISPONIBLE;05 - 10 - 12 - 26 - 61 - 69 - 71 - 74 - 84 - 85;05 - 13 - 21 - 33 - 43 - 45 - 50 - 68 - 72 - 84;;;;
1078;DISPONIBLE;01 - 03 - 17 - 18 - 42 - 44 - 46 - 48 - 50 - 89;12 - 14 - 21 - 46 - 50 - 57 - 63 - 79 - 80 - 87;;;;
1079;DISPONIBLE;02 - 21 - 46 - 49 - 59 - 64 - 66 - 72 - 84 - 87;01 - 24 - 30 - 36 - 42 - 48 - 51 - 54 - 81 - 82;;;;
1080;DISPONIBLE;03 - 14 - 24 - 39 - 45 - 52 - 61 - 75 - 81 - 87;12 - 21 - 29 - 39 - 45 - 54 - 60 - 83 - 87 - 90;;;;
1081;DISPONIBLE;01 - 02 - 17 - 22 - 31 - 39 - 49 - 67 - 69 - 82;16 - 28 - 29 - 30 - 33 - 50 - 61 - 66 - 73 - 83;;;;
1082;DISPONIBLE;01 - 12 - 28 - 38 - 50 - 64 - 83 - 85 - 88 - 89;02 - 05 - 16 - 21 - 29 - 36 - 45 - 49 - 74 - 87;;;;
1083;DISPONIBLE;20 - 22 - 24 - 33 - 36 - 59 - 71 - 81 - 84 - 89;01 - 07 - 11 - 13 - 16 - 18 - 25 - 32 - 82 - 84;;;;
1084;DISPONIBLE;14 - 18 - 25 - 43 - 48 - 54 - 63 - 66 - 74 - 80;02 - 15 - 25 - 27 - 62 - 70 - 80 - 82 - 88 - 89;;;;
1085;DISPONIBLE;06 - 07 - 10 - 22 - 35 - 37 - 41 - 47 - 78 - 87;01 - 18 - 22 - 31 - 35 - 52 - 54 - 73 - 80 - 87;;;;
1086;DISPONIBLE;06 - 13 - 16 - 30 - 43 - 58 - 61 - 64 - 66 - 83;18 - 32 - 33 - 38 - 58 - 62 - 64 - 72 - 83 - 85;;;;
1087;DISPONIBLE;03 - 07 - 14 - 22 - 25 - 27 - 41 - 75 - 76 - 83;04 - 09 - 19 - 36 - 44 - 61 - 62 - 68 - 77 - 86;;;;
1088;DISPONIBLE;22 - 24 - 30 - 35 - 37 - 44 - 54 - 60 - 78 - 89;06 - 17 - 24 - 37 - 38 - 44 - 51 - 52 - 77 - 86;;;;
1089;DISPONIBLE;01 - 03 - 18 - 19 - 25 - 30 - 68 - 73 - 87 - 88;02 - 10 - 28 - 33 - 36 - 37 - 40 - 74 - 76 - 87;;;;
1090;DISPONIBLE;14 - 28 - 32 - 38 - 54 - 56 - 70 - 71 - 81 - 89;35 - 38 - 41 - 48 - 49 - 53 - 58 - 60 - 62 - 85;;;;
1091;DISPONIBLE;07 - 14 - 16 - 37 - 42 - 57 - 62 - 71 - 78 - 88;08 - 12 - 28 - 37 - 42 - 61 - 82 - 83 - 85 - 89;;;;
1092;DISPONIBLE;17 - 20 - 41 - 46 - 49 - 52 - 54 - 60 - 79 - 81;14 - 21 - 23 - 24 - 41 - 46 - 50 - 53 - 62 - 73;;;;
1093;DISPONIBLE;02 - 25 - 43 - 45 - 62 - 68 - 77 - 80 - 82 - 83;03 - 04 - 05 - 12 - 28 - 30 - 48 - 51 - 60 - 78;;;;
1094;DISPONIBLE;14 - 38 - 39 - 49 - 53 - 58 - 62 - 64 - 68 - 88;13 - 15 - 17 - 42 - 54 - 67 - 76 - 77 - 86 - 90;;;;
1095;DISPONIBLE;02 - 11 - 22 - 24 - 40 - 79 - 81 - 83 - 87 - 90;10 - 23 - 24 - 44 - 48 - 53 - 59 - 61 - 66 - 70;;;;
1096;DISPONIBLE;16 - 17 - 19 - 21 - 24 - 35 - 50 - 64 - 74 - 79;21 - 37 - 39 - 42 - 46 - 50 - 53 - 56 - 73 - 86;;;;
1097;DISPONIBLE;09 - 13 - 19 - 22 - 47 - 55 - 56 - 66 - 79 - 90;08 - 15 - 31 - 39 - 41 - 59 - 71 - 75 - 85 - 90;;;;
1098;DISPONIBLE;01 - 11 - 30 - 40 - 50 - 51 - 73 - 79 - 82 - 88;02 - 13 - 17 - 24 - 48 - 56 - 58 - 73 - 83 - 84;;;;
1099;DISPONIBLE;01 - 04 - 17 - 22 - 33 - 35 - 45 - 74 - 82 - 86;01 - 19 - 46 - 57 - 61 - 66 - 69 - 70 - 71 - 73;;;;
1100;DISPONIBLE;04 - 10 - 21 - 23 - 25 - 31 - 46 - 68 - 71 - 78;13 - 14 - 15 - 19 - 34 - 51 - 64 - 66 - 77 - 81;;;;
1101;DISPONIBLE;01 - 17 - 19 - 21 - 29 - 37 - 53 - 65 - 69 - 88;02 - 11 - 18 - 21 - 28 - 32 - 38 - 58 - 68 - 79;;;;
1102;DISPONIBLE;01 - 02 - 11 - 14 - 17 - 21 - 27 - 31 - 67 - 71;11 - 14 - 15 - 40 - 53 - 60 - 65 - 67 - 69 - 85;;;;
1103;DISPONIBLE;19 - 25 - 30 - 41 - 47 - 48 - 56 - 78 - 82 - 84;14 - 15 - 32 - 37 - 48 - 49 - 60 - 68 - 79 - 88;;;;
1104;DISPONIBLE;10 - 15 - 18 - 22 - 26 - 37 - 67 - 75 - 82 - 84;03 - 08 - 14 - 35 - 44 - 53 - 54 - 67 - 76 - 83;;;;
1105;DISPONIBLE;08 - 15 - 20 - 21 - 24 - 28 - 57 - 62 - 72 - 88;01 - 13 - 18 - 20 - 21 - 30 - 41 - 48 - 76 - 80;;;;
1106;DISPONIBLE;04 - 11 - 17 - 33 - 39 - 43 - 53 - 60 - 78 - 87;07 - 10 - 11 - 29 - 37 - 42 - 55 - 79 - 84 - 85;;;;
1107;DISPONIBLE;17 - 28 - 29 - 47 - 52 - 53 - 57 - 67 - 75 - 85;06 - 11 - 16 - 29 - 32 - 33 - 59 - 64 - 84 - 85;;;;
1108;DISPONIBLE;23 - 49 - 52 - 59 - 66 - 71 - 79 - 81 - 85 - 88;11 - 21 - 29 - 30 - 35 - 36 - 61 - 63 - 72 - 80;;;;
1109;DISPONIBLE;10 - 11 - 28 - 52 - 54 - 64 - 66 - 72 - 77 - 84;08 - 20 - 26 - 38 - 48 - 49 - 69 - 70 - 84 - 90;;;;
1110;DISPONIBLE;17 - 22 - 29 - 32 - 42 - 43 - 54 - 57 - 74 - 86;05 - 08 - 12 - 17 - 44 - 46 - 60 - 69 - 71 - 85;;;;
1111;DISPONIBLE;17 - 24 - 32 - 35 - 53 - 54 - 59 - 64 - 69 - 83;12 - 22 - 38 - 39 - 40 - 63 - 66 - 72 - 83 - 86;;;;
1112;DISPONIBLE;03 - 21 - 40 - 44 - 45 - 51 - 60 - 70 - 72 - 75;03 - 17 - 19 - 54 - 62 - 68 - 77 - 86 - 88 - 89;;;;
1113;DISPONIBLE;03 - 09 - 25 - 30 - 33 - 37 - 40 - 57 - 64 - 85;02 - 35 - 37 - 55 - 57 - 61 - 65 - 70 - 82 - 83;;;;
1114;DISPONIBLE;02 - 05 - 41 - 42 - 47 - 56 - 66 - 69 - 81 - 85;06 - 10 - 11 - 16 - 18 - 19 - 22 - 36 - 37 - 45;;;;
1115;DISPONIBLE;12 - 24 - 25 - 28 - 29 - 31 - 45 - 49 - 65 - 68;06 - 13 - 15 - 19 - 25 - 29 - 51 - 71 - 85 - 88;;;;
1116;DISPONIBLE;08 - 13 - 15 - 24 - 33 - 45 - 50 - 57 - 74 - 79;05 - 06 - 10 - 11 - 23 - 50 - 59 - 60 - 62 - 86;;;;
1117;DISPONIBLE;16 - 20 - 21 - 42 - 45 - 49 - 64 - 75 - 81 - 82;23 - 28 - 33 - 58 - 63 - 70 - 72 - 75 - 77 - 80;;;;
1118;DISPONIBLE;05 - 24 - 34 - 40 - 46 - 63 - 76 - 77 - 84 - 89;06 - 17 - 20 - 31 - 34 - 49 - 57 - 60 - 61 - 74;;;;
1119;DISPONIBLE;13 - 16 - 32 - 42 - 45 - 47 - 55 - 68 - 81 - 86;09 - 17 - 31 - 35 - 40 - 60 - 62 - 74 - 75 - 80;;;;
1120;DISPONIBLE;23 - 33 - 35 - 44 - 59 - 61 - 68 - 76 - 77 - 86;12 - 22 - 52 - 57 - 59 - 62 - 68 - 76 - 79 - 81;;;;
1121;DISPONIBLE;06 - 09 - 15 - 21 - 24 - 28 - 48 - 51 - 80 - 89;15 - 16 - 20 - 22 - 33 - 50 - 62 - 70 - 86 - 89;;;;
1122;DISPONIBLE;13 - 14 - 22 - 32 - 34 - 35 - 44 - 48 - 66 - 86;10 - 17 - 18 - 34 - 43 - 58 - 66 - 70 - 75 - 88;;;;
1123;DISPONIBLE;01 - 05 - 09 - 45 - 51 - 54 - 57 - 62 - 83 - 84;06 - 08 - 15 - 20 - 21 - 45 - 51 - 63 - 65 - 79;;;;
1124;DISPONIBLE;07 - 09 - 23 - 24 - 28 - 65 - 81 - 84 - 86 - 89;08 - 23 - 41 - 42 - 50 - 57 - 59 - 71 - 79 - 81;;;;
1125;DISPONIBLE;05 - 21 - 26 - 40 - 70 - 71 - 74 - 80 - 87 - 90;07 - 19 - 40 - 44 - 47 - 60 - 64 - 66 - 86 - 87;;;;
1126;DISPONIBLE;02 - 05 - 31 - 56 - 60 - 66 - 70 - 75 - 78 - 89;12 - 15 - 32 - 39 - 41 - 43 - 55 - 59 - 72 - 80;;;;
1127;DISPONIBLE;01 - 08 - 13 - 24 - 27 - 55 - 66 - 79 - 80 - 90;13 - 23 - 41 - 49 - 58 - 65 - 69 - 79 - 85 - 90;;;;
1128;DISPONIBLE;20 - 33 - 36 - 38 - 43 - 52 - 56 - 61 - 66 - 90;06 - 19 - 23 - 26 - 28 - 40 - 43 - 47 - 50 - 59;;;;
1129;DISPONIBLE;19 - 22 - 30 - 34 - 35 - 39 - 51 - 52 - 60 - 61;02 - 08 - 30 - 40 - 46 - 72 - 73 - 81 - 89 - 90;;;;
1130;DISPONIBLE;03 - 09 - 13 - 19 - 24 - 25 - 34 - 55 - 77 - 85;02 - 09 - 18 - 28 - 36 - 41 - 52 - 65 - 83 - 85;;;;
1131;DISPONIBLE;02 - 20 - 29 - 38 - 53 - 57 - 65 - 68 - 78 - 83;14 - 17 - 24 - 25 - 32 - 37 - 57 - 65 - 81 - 89;;;;
1132;DISPONIBLE;02 - 26 - 32 - 36 - 40 - 44 - 48 - 53 - 64 - 83;23 - 43 - 46 - 48 - 63 - 65 - 67 - 69 - 72 - 82;;;;
1133;DISPONIBLE;41 - 44 - 54 - 60 - 72 - 76 - 78 - 79 - 83 - 84;19 - 20 - 22 - 34 - 35 - 59 - 75 - 78 - 82 - 84;;;;
1134;DISPONIBLE;05 - 11 - 12 - 18 - 24 - 33 - 63 - 65 - 76 - 89;03 - 07 - 11 - 30 - 36 - 38 - 56 - 63 - 73 - 87;;;;
1135;DISPONIBLE;04 - 16 - 18 - 24 - 39 - 40 - 52 - 63 - 67 - 76;04 - 16 - 20 - 24 - 52 - 53 - 56 - 68 - 77 - 83;;;;
1136;DISPONIBLE;06 - 11 - 13 - 19 - 24 - 65 - 66 - 71 - 81 - 89;06 - 17 - 31 - 33 - 51 - 66 - 67 - 70 - 77 - 88;;;;
1137;DISPONIBLE;07 - 08 - 40 - 44 - 47 - 57 - 76 - 77 - 83 - 88;05 - 10 - 15 - 30 - 34 - 52 - 57 - 60 - 70 - 83;;;;
1138;DISPONIBLE;24 - 30 - 34 - 44 - 45 - 51 - 54 - 60 - 65 - 76;13 - 31 - 37 - 41 - 45 - 57 - 62 - 78 - 84 - 88;;;;
1139;DISPONIBLE;09 - 11 - 17 - 35 - 49 - 56 - 66 - 76 - 82 - 89;06 - 14 - 25 - 27 - 48 - 57 - 65 - 68 - 69 - 86;;;;
1140;DISPONIBLE;05 - 06 - 12 - 13 - 19 - 29 - 36 - 41 - 50 - 53;01 - 07 - 09 - 19 - 23 - 38 - 59 - 86 - 88 - 89;;;;
1141;DISPONIBLE;01 - 13 - 15 - 18 - 30 - 39 - 46 - 59 - 85 - 90;02 - 09 - 10 - 16 - 50 - 55 - 62 - 71 - 77 - 80;;;;
1142;DISPONIBLE;18 - 24 - 29 - 35 - 42 - 46 - 52 - 56 - 78 - 88;16 - 20 - 51 - 52 - 59 - 62 - 68 - 72 - 76 - 87;;;;
1143;DISPONIBLE;17 - 36 - 37 - 42 - 52 - 55 - 57 - 78 - 83 - 86;21 - 23 - 35 - 40 - 67 - 69 - 72 - 73 - 81 - 90;;;;
1144;DISPONIBLE;15 - 20 - 22 - 26 - 30 - 40 - 46 - 63 - 64 - 82;11 - 13 - 17 - 26 - 35 - 47 - 53 - 65 - 66 - 85;;;;
1145;DISPONIBLE;02 - 05 - 06 - 12 - 13 - 29 - 35 - 57 - 73 - 87;02 - 16 - 23 - 31 - 33 - 36 - 66 - 67 - 83 - 88;;;;
1146;DISPONIBLE;08 - 15 - 22 - 38 - 44 - 46 - 60 - 76 - 84 - 88;14 - 18 - 23 - 33 - 41 - 44 - 46 - 54 - 75 - 90;;;;
1147;DISPONIBLE;10 - 11 - 18 - 36 - 49 - 53 - 59 - 60 - 68 - 81;04 - 15 - 33 - 58 - 61 - 68 - 71 - 72 - 80 - 87;;;;
1148;DISPONIBLE;24 - 28 - 30 - 37 - 42 - 49 - 68 - 78 - 80 - 84;04 - 07 - 26 - 30 - 41 - 53 - 61 - 68 - 76 - 83;;;;
1149;DISPONIBLE;26 - 34 - 36 - 37 - 49 - 57 - 58 - 63 - 65 - 81;02 - 18 - 28 - 43 - 65 - 75 - 82 - 88 - 89 - 90;;;;
1150;DISPONIBLE;16 - 37 - 53 - 58 - 59 - 68 - 71 - 73 - 79 - 83;02 - 05 - 12 - 19 - 32 - 41 - 47 - 68 - 72 - 88;;;;
1151;DISPONIBLE;21 - 26 - 31 - 37 - 47 - 60 - 67 - 70 - 79 - 82;02 - 08 - 11 - 54 - 59 - 69 - 78 - 80 - 85 - 90;;;;
