Carton;Estado;Linea A;Linea B;Linea C;Comprador;Localidad;Pago
2029;DISPONIBLE;03 - 10 - 28 - 34 - 43 - 44 - 49 - 56 - 69 - 71;02 - 17 - 29 - 44 - 53 - 72 - 80 - 85 - 86 - 90;;;;
2030;DISPONIBLE;01 - 14 - 20 - 22 - 28 - 33 - 46 - 72 - 77 - 84;06 - 13 - 16 - 17 - 20 - 30 - 71 - 81 - 83 - 89;;;;
2031;DISPONIBLE;03 - 04 - 21 - 24 - 36 - 38 - 44 - 53 - 74 - 76;14 - 15 - 30 - 34 - 38 - 39 - 44 - 47 - 64 - 89;;;;
2032;DISPONIBLE;01 - 04 - 07 - 08 - 15 - 16 - 59 - 65 - 66 - 71;10 - 17 - 18 - 25 - 29 - 40 - 72 - 78 - 79 - 82;;;;
2033;DISPONIBLE;08 - 10 - 11 - 24 - 38 - 55 - 65 - 68 - 72 - 75;02 - 03 - 16 - 25 - 41 - 43 - 52 - 62 - 71 - 73;;;;
2034;DISPONIBLE;13 - 17 - 19 - 21 - 28 - 32 - 61 - 71 - 73 - 90;03 - 10 - 11 - 19 - 26 - 43 - 57 - 62 - 65 - 74;;;;
2035;DISPONIBLE;04 - 05 - 16 - 30 - 33 - 45 - 58 - 67 - 75 - 79;02 - 11 - 24 - 42 - 58 - 78 - 80 - 82 - 83 - 85;;;;
2036;DISPONIBLE;04 - 18 - 21 - 22 - 23 - 28 - 57 - 78 - 79 - 85;03 - 14 - 17 - 31 - 33 - 35 - 54 - 55 - 61 - 84;;;;
2037;DISPONIBLE;06 - 08 - 13 - 41 - 56 - 59 - 60 - 64 - 67 - 72;07 - 10 - 29 - 33 - 38 - 57 - 65 - 69 - 84 - 85;;;;
2038;DISPONIBLE;18 - 29 - 46 - 58 - 63 - 69 - 77 - 85 - 88 - 90;06 - 09 - 10 - 17 - 21 - 42 - 48 - 63 - 74 - 75;;;;
2039;DISPONIBLE;08 - 10 - 22 - 40 - 54 - 57 - 59 - 67 - 75 - 90;07 - 14 - 20 - 32 - 43 - 51 - 65 - 69 - 72 - 90;;;;
2040;DISPONIBLE;08 - 09 - 12 - 31 - 42 - 51 - 57 - 58 - 62 - 69;01 - 04 - 05 - 12 - 20 - 32 - 41 - 54 - 59 - 69;;;;
2041;DISPONIBLE;07 - 34 - 38 - 58 - 61 - 65 - 72 - 74 - 84 - 87;06 - 10 - 30 - 31 - 36 - 45 - 56 - 59 - 65 - 77;;;;
2042;DISPONIBLE;14 - 19 - 23 - 24 - 57 - 64 - 65 - 77 - 82 - 88;12 - 14 - 24 - 27 - 35 - 37 - 53 - 63 - 65 - 82;;;;
2043;DISPONIBLE;07 - 10 - 13 - 20 - 33 - 42 - 62 - 75 - 76 - 87;06 - 08 - 11 - 29 - 52 - 59 - 65 - 78 - 82 - 90;;;;
2044;DISPONIBLE;15 - 18 - 28 - 43 - 44 - 52 - 58 - 76 - 77 - 90;04 - 06 - 16 - 19 - 29 - 31 - 69 - 74 - 80 - 82;;;;
2045;DISPONIBLE;09 - 34 - 46 - 51 - 56 - 59 - 69 - 74 - 79 - 90;09 - 12 - 14 - 18 - 21 - 23 - 38 - 57 - 75 - 77;;;;
2046;DISPONIBLE;06 - 12 - 14 - 20 - 29 - 36 - 66 - 70 - 73 - 77;06 - 29 - 34 - 42 - 50 - 52 - 56 - 63 - 67 - 86;;;;
2047;DISPONIBLE;04 - 18 - 19 - 38 - 41 - 49 - 51 - 57 - 73 - 89;10 - 11 - 21 - 31 - 39 - 41 - 42 - 46 - 57 - 75;;;;
2048;DISPONIBLE;05 - 15 - 21 - 44 - 46 - 53 - 58 - 73 - 79 - 85;02 - 14 - 18 - 25 - 38 - 45 - 51 - 78 - 84 - 90;;;;
2049;DISPONIBLE;08 - 13 - 15 - 17 - 25 - 31 - 40 - 53 - 64 - 88;04 - 06 - 16 - 19 - 32 - 35 - 69 - 77 - 79 - 88;;;;
2050;DISPONIBLE;02 - 11 - 29 - 40 - 43 - 51 - 54 - 60 - 71 - 83;03 - 06 - 08 - 27 - 31 - 33 - 58 - 68 - 75 - 86;;;;
2051;DISPONIBLE;08 - 23 - 45 - 49 - 51 - 54 - 67 - 68 - 76 - 77;10 - 16 - 17 - 18 - 43 - 45 - 47 - 53 - 67 - 78;;;;
2052;DISPONIBLE;09 - 10 - 14 - 41 - 42 - 52 - 59 - 61 - 71 - 87;02 - 06 - 08 - 33 - 40 - 43 - 48 - 66 - 82 - 88;;;;
2053;DISPONIBLE;04 - 15 - 21 - 22 - 34 - 39 - 65 - 66 - 71 - 78;02 - 08 - 13 - 32 - 35 - 37 - 64 - 71 - 81 - 83;;;;
2054;DISPONIBLE;13 - 38 - 46 - 48 - 54 - 58 - 79 - 83 - 86 - 90;07 - 12 - 21 - 26 - 32 - 41 - 42 - 47 - 48 - 79;;;;
2055;DISPONIBLE;06 - 10 - 30 - 42 - 53 - 61 - 62 - 67 - 68 - 86;05 - 06 - 10 - 11 - 20 - 25 - 29 - 44 - 61 - 68;;;;
2056;DISPONIBLE;07 - 20 - 23 - 35 - 38 - 39 - 56 - 70 - 75 - 84;04 - 16 - 17 - 23 - 39 - 45 - 58 - 62 - 74 - 89;;;;
2057;DISPONIBLE;05 - 09 - 13 - 15 - 21 - 45 - 46 - 70 - 76 - 80;03 - 14 - 22 - 28 - 39 - 42 - 43 - 45 - 66 - 82;;;;
2058;DISPONIBLE;15 - 22 - 26 - 39 - 40 - 45 - 60 - 65 - 77 - 85;01 - 10 - 11 - 17 - 26 - 48 - 52 - 62 - 65 - 80;;;;
2059;DISPONIBLE;18 - 22 - 26 - 38 - 40 - 47 - 59 - 72 - 75 - 90;27 - 33 - 38 - 51 - 55 - 60 - 78 - 81 - 84 - 90;;;;
2060;DISPONIBLE;02 - 18 - 44 - 53 - 56 - 62 - 74 - 77 - 85 - 89;04 - 11 - 14 - 17 - 33 - 42 - 45 - 66 - 72 - 86;;;;
2061;DISPONIBLE;11 - 14 - 52 - 57 - 61 - 66 - 75 - 79 - 87 - 90;02 - 04 - 24 - 54 - 59 - 62 - 64 - 65 - 75 - 81;;;;
2062;DISPONIBLE;01 - 03 - 08 - 09 - 12 - 18 - 39 - 51 - 53 - 86;11 - 14 - 20 - 54 - 68 - 76 - 84 - 85 - 86 - 88;;;;
2063;DISPONIBLE;03 - 06 - 22 - 29 - 31 - 34 - 42 - 63 - 82 - 88;07 - 26 - 28 - 35 - 40 - 45 - 52 - 62 - 87 - 88;;;;
2064;DISPONIBLE;12 - 13 - 24 - 52 - 54 - 66 - 71 - 78 - 80 - 83;06 - 11 - 17 - 22 - 31 - 38 - 44 - 58 - 68 - 90;;;;
2065;DISPONIBLE;18 - 26 - 28 - 39 - 48 - 54 - 59 - 68 - 76 - 84;06 - 08 - 38 - 40 - 42 - 43 - 47 - 52 - 70 - 90;;;;
2066;DISPONIBLE;07 - 14 - 19 - 22 - 27 - 46 - 53 - 60 - 69 - 79;01 - 08 - 09 - 17 - 29 - 35 - 46 - 61 - 74 - 77;;;;
2067;DISPONIBLE;03 - 07 - 32 - 34 - 35 - 48 - 62 - 71 - 72 - 79;05 - 06 - 09 - 14 - 15 - 59 - 66 - 74 - 85 - 88;;;;
2068;DISPONIBLE;01 - 13 - 24 - 35 - 51 - 71 - 87 - 88 - 89 - 90;07 - 20 - 22 - 26 - 41 - 55 - 67 - 69 - 71 - 82;;;;
2069;DISPONIBLE;01 - 05 - 09 - 14 - 18 - 29 - 53 - 60 - 68 - 70;14 - 18 - 19 - 22 - 27 - 63 - 74 - 79 - 81 - 84;;;;
2070;DISPONIBLE;19 - 24 - 26 - 34 - 41 - 45 - 49 - 57 - 77 - 87;03 - 18 - 30 - 39 - 40 - 54 - 60 - 61 - 75 - 89;;;;
2071;DISPONIBLE;01 - 03 - 09 - 23 - 30 - 37 - 52 - 54 - 63 - 78;06 - 11 - 13 - 16 - 17 - 36 - 42 - 49 - 65 - 76;;;;
2072;DISPONIBLE;18 - 19 - 23 - 31 - 45 - 46 - 48 - 49 - 55 - 85;03 - 16 - 22 - 26 - 27 - 40 - 43 - 63 - 81 - 82;;;;
2073;DISPONIBLE;04 - 12 - 18 - 20 - 22 - 35 - 43 - 57 - 77 - 86;02 - 10 - 18 - 31 - 35 - 59 - 61 - 65 - 69 - 72;;;;
2074;DISPONIBLE;01 - 08 - 18 - 20 - 27 - 30 - 37 - 68 - 75 - 84;05 - 07 - 11 - 14 - 18 - 36 - 37 - 62 - 67 - 78;;;;
2075;DISPONIBLE;05 - 06 - 11 - 32 - 49 - 66 - 77 - 78 - 87 - 90;01 - 11 - 21 - 23 - 29 - 45 - 53 - 80 - 82 - 86;;;;
2076;DISPONIBLE;10 - 15 - 16 - 27 - 43 - 51 - 52 - 56 - 69 - 72;09 - 21 - 26 - 28 - 31 - 41 - 50 - 58 - 68 - 69;;;;
2077;DISPONIBLE;03 - 05 - 17 - 28 - 37 - 52 - 55 - 57 - 74 - 86;09 - 15 - 16 - 29 - 47 - 55 - 62 - 78 - 85 - 86;;;;
2078;DISPONIBLE;20 - 34 - 44 - 55 - 56 - 62 - 67 - 80 - 81 - 84;01 - 03 - 11 - 16 - 20 - 22 - 45 - 47 - 76 - 81;;;;
2079;DISPONIBLE;07 - 08 - 14 - 15 - 24 - 33 - 37 - 61 - 81 - 85;01 - 23 - 32 - 33 - 51 - 54 - 55 - 67 - 80 - 88;;;;
2080;DISPONIBLE;09 - 13 - 17 - 19 - 31 - 34 - 47 - 49 - 58 - 74;06 - 07 - 28 - 38 - 39 - 45 - 48 - 51 - 53 - 75;;;;
2081;DISPONIBLE;06 - 08 - 12 - 17 - 29 - 31 - 36 - 54 - 68 - 75;02 - 24 - 26 - 29 - 34 - 79 - 82 - 84 - 85 - 86;;;;
2082;DISPONIBLE;01 - 08 - 19 - 30 - 36 - 45 - 56 - 77 - 89 - 90;01 - 10 - 28 - 37 - 38 - 39 - 45 - 49 - 59 - 72;;;;
2083;DISPONIBLE;04 - 08 - 15 - 25 - 27 - 37 - 46 - 58 - 73 - 81;08 - 11 - 13 - 18 - 21 - 37 - 40 - 62 - 82 - 83;;;;
2084;DISPONIBLE;07 - 14 - 19 - 31 - 32 - 36 - 39 - 56 - 83 - 86;04 - 18 - 34 - 38 - 51 - 52 - 53 - 80 - 87 - 88;;;;
2085;DISPONIBLE;14 - 20 - 29 - 44 - 46 - 61 - 67 - 74 - 81 - 89;04 - 13 - 19 - 27 - 30 - 50 - 65 - 81 - 82 - 83;;;;
2086;DISPONIBLE;04 - 08 - 15 - 27 - 33 - 35 - 51 - 58 - 77 - 89;10 - 16 - 17 - 19 - 20 - 69 - 78 - 80 - 86 - 90;;;;
2087;DISPONIBLE;05 - 08 - 13 - 21 - 32 - 54 - 56 - 63 - 68 - 69;14 - 16 - 17 - 20 - 29 - 42 - 44 - 54 - 59 - 84;;;;
2088;DISPONIBLE;12 - 18 - 23 - 42 - 52 - 59 - 61 - 67 - 77 - 79;03 - 09 - 23 - 26 - 32 - 34 - 60 - 80 - 84 - 86;;;;
2089;DISPONIBLE;04 - 11 - 17 - 29 - 33 - 37 - 65 - 69 - 84 - 90;08 - 14 - 35 - 59 - 60 - 66 - 68 - 71 - 77 - 87;;;;
2090;DISPONIBLE;11 - 19 - 21 - 28 - 36 - 55 - 62 - 68 - 80 - 86;01 - 03 - 04 - 18 - 20 - 21 - 27 - 37 - 38 - 46;;;;
2091;DISPONIBLE;04 - 08 - 11 - 13 - 21 - 27 - 63 - 77 - 82 - 84;09 - 16 - 24 - 25 - 27 - 28 - 51 - 62 - 66 - 76;;;;
2092;DISPONIBLE;01 - 04 - 25 - 26 - 27 - 53 - 58 - 67 - 76 - 79;05 - 07 - 12 - 31 - 36 - 41 - 52 - 60 - 79 - 83;;;;
2093;DISPONIBLE;10 - 17 - 20 - 21 - 37 - 43 - 57 - 66 - 68 - 76;01 - 05 - 10 - 13 - 42 - 47 - 51 - 70 - 80 - 82;;;;
2094;DISPONIBLE;03 - 06 - 14 - 17 - 33 - 42 - 44 - 69 - 84 - 88;05 - 16 - 44 - 45 - 62 - 66 - 71 - 74 - 76 - 82;;;;
2095;DISPONIBLE;09 - 12 - 16 - 32 - 38 - 41 - 46 - 62 - 77 - 79;01 - 05 - 08 - 17 - 36 - 38 - 58 - 66 - 76 - 80;;;;
2096;DISPONIBLE;16 - 17 - 20 - 23 - 38 - 40 - 56 - 59 - 61 - 75;31 - 32 - 40 - 42 - 51 - 53 - 58 - 69 - 81 - 89;;;;
2097;DISPONIBLE;02 - 12 - 15 - 22 - 32 - 61 - 64 - 67 - 84 - 85;23 - 24 - 28 - 39 - 52 - 61 - 63 - 66 - 68 - 84;;;;
2098;DISPONIBLE;04 - 06 - 07 - 10 - 30 - 38 - 53 - 61 - 83 - 89;09 - 18 - 46 - 51 - 63 - 64 - 68 - 73 - 80 - 82;;;;
2099;DISPONIBLE;23 - 42 - 45 - 47 - 51 - 70 - 71 - 80 - 85 - 86;09 - 29 - 34 - 35 - 39 - 68 - 69 - 70 - 71 - 72;;;;
2100;DISPONIBLE;07 - 11 - 31 - 35 - 38 - 46 - 47 - 49 - 78 - 83;23 - 24 - 33 - 40 - 58 - 66 - 70 - 73 - 75 - 87;;;;
2101;DISPONIBLE;13 - 21 - 37 - 38 - 40 - 44 - 46 - 47 - 78 - 81;12 - 17 - 18 - 19 - 27 - 43 - 54 - 59 - 62 - 66;;;;
2102;DISPONIBLE;05 - 16 - 24 - 50 - 51 - 64 - 72 - 75 - 78 - 86;04 - 18 - 21 - 23 - 24 - 42 - 49 - 63 - 77 - 90;;;;
2103;DISPONIBLE;03 - 12 - 13 - 17 - 28 - 31 - 43 - 58 - 74 - 84;07 - 16 - 43 - 46 - 47 - 54 - 69 - 70 - 79 - 88;;;;
2104;DISPONIBLE;09 - 10 - 11 - 20 - 22 - 27 - 29 - 43 - 55 - 79;11 - 20 - 21 - 24 - 27 - 29 - 37 - 41 - 81 - 83;;;;
2105;DISPONIBLE;32 - 36 - 39 - 46 - 50 - 52 - 55 - 64 - 76 - 90;02 - 03 - 18 - 40 - 59 - 62 - 66 - 83 - 87 - 88;;;;
2106;DISPONIBLE;15 - 19 - 23 - 27 - 34 - 41 - 48 - 56 - 64 - 68;09 - 11 - 15 - 26 - 43 - 58 - 63 - 68 - 73 - 76;;;;
2107;DISPONIBLE;14 - 40 - 47 - 61 - 63 - 64 - 67 - 73 - 77 - 90;01 - 19 - 28 - 33 - 55 - 70 - 73 - 75 - 82 - 86;;;;
2108;DISPONIBLE;09 - 22 - 30 - 36 - 39 - 53 - 57 - 76 - 77 - 80;05 - 06 - 09 - 11 - 21 - 24 - 34 - 75 - 80 - 82;;;;
2109;DISPONIBLE;07 - 15 - 45 - 56 - 67 - 71 - 74 - 80 - 81 - 83;03 - 04 - 17 - 33 - 39 - 47 - 50 - 67 - 74 - 85;;;;
2110;DISPONIBLE;06 - 24 - 29 - 35 - 36 - 41 - 58 - 61 - 84 - 85;13 - 14 - 18 - 22 - 28 - 44 - 55 - 57 - 67 - 85;;;;
2111;DISPONIBLE;09 - 19 - 36 - 55 - 57 - 58 - 68 - 72 - 74 - 77;03 - 14 - 15 - 20 - 23 - 27 - 38 - 45 - 77 - 84;;;;
2112;DISPONIBLE;05 - 11 - 12 - 30 - 31 - 35 - 54 - 68 - 76 - 90;02 - 12 - 16 - 20 - 21 - 26 - 51 - 84 - 86 - 90;;;;
2113;DISPONIBLE;21 - 24 - 27 - 30 - 44 - 46 - 47 - 50 - 54 - 67;09 - 25 - 31 - 38 - 42 - 54 - 58 - 61 - 75 - 76;;;;
2114;DISPONIBLE;04 - 18 - 25 - 27 - 55 - 58 - 60 - 65 - 75 - 87;06 - 37 - 43 - 60 - 61 - 62 - 69 - 70 - 72 - 74;;;;
2115;DISPONIBLE;04 - 14 - 27 - 30 - 37 - 38 - 72 - 77 - 81 - 88;06 - 10 - 25 - 37 - 53 - 55 - 76 - 77 - 84 - 88;;;;
2116;DISPONIBLE;22 - 30 - 44 - 50 - 65 - 68 - 69 - 74 - 79 - 85;07 - 32 - 38 - 39 - 41 - 51 - 53 - 57 - 81 - 84;;;;
2117;DISPONIBLE;13 - 15 - 16 - 34 - 41 - 47 - 54 - 57 - 58 - 77;09 - 22 - 31 - 40 - 41 - 43 - 60 - 65 - 74 - 83;;;;
2118;DISPONIBLE;24 - 26 - 28 - 36 - 37 - 50 - 64 - 77 - 84 - 87;02 - 13 - 16 - 34 - 48 - 57 - 74 - 79 - 85 - 89;;;;
2119;DISPONIBLE;10 - 11 - 12 - 18 - 29 - 32 - 46 - 73 - 80 - 83;07 - 13 - 22 - 32 - 33 - 49 - 60 - 69 - 81 - 90;;;;
2120;DISPONIBLE;08 - 16 - 26 - 31 - 42 - 46 - 48 - 54 - 61 - 80;06 - 11 - 15 - 41 - 50 - 60 - 80 - 81 - 89 - 90;;;;
2121;DISPONIBLE;23 - 24 - 25 - 42 - 43 - 53 - 56 - 67 - 76 - 89;15 - 33 - 38 - 50 - 55 - 56 - 65 - 71 - 78 - 80;;;;
2122;DISPONIBLE;28 - 33 - 42 - 50 - 55 - 61 - 63 - 66 - 69 - 85;06 - 12 - 15 - 30 - 33 - 41 - 53 - 63 - 68 - 74;;;;
2123;DISPONIBLE;05 - 10 - 13 - 21 - 29 - 49 - 62 - 64 - 72 - 75;01 - 02 - 17 - 21 - 30 - 34 - 36 - 55 - 82 - 87;;;;
2124;DISPONIBLE;01 - 06 - 14 - 15 - 23 - 38 - 40 - 62 - 65 - 72;02 - 10 - 16 - 21 - 30 - 41 - 42 - 56 - 59 - 81;;;;
2125;DISPONIBLE;02 - 19 - 52 - 56 - 60 - 63 - 67 - 73 - 80 - 86;01 - 11 - 13 - 14 - 20 - 23 - 28 - 32 - 41 - 47;;;;
2126;DISPONIBLE;03 - 08 - 11 - 45 - 51 - 56 - 59 - 70 - 88 - 90;02 - 09 - 28 - 30 - 35 - 37 - 62 - 82 - 86 - 90;;;;
2127;DISPONIBLE;02 - 04 - 10 - 15 - 20 - 27 - 38 - 44 - 85 - 90;04 - 16 - 25 - 40 - 54 - 68 - 69 - 70 - 74 - 85;;;;
2128;DISPONIBLE;04 - 36 - 39 - 47 - 48 - 58 - 70 - 71 - 78 - 90;06 - 11 - 19 - 26 - 46 - 48 - 59 - 65 - 76 - 80;;;;
2129;DISPONIBLE;01 - 02 - 08 - 27 - 31 - 32 - 64 - 68 - 78 - 81;06 - 18 - 55 - 58 - 63 - 64 - 72 - 77 - 79 - 82;;;;
2130;DISPONIBLE;24 - 47 - 49 - 50 - 68 - 69 - 74 - 77 - 80 - 87;28 - 34 - 38 - 42 - 49 - 50 - 64 - 70 - 79 - 89;;;;
2131;DISPONIBLE;02 - 06 - 11 - 29 - 70 - 75 - 77 - 83 - 84 - 86;11 - 13 - 20 - 30 - 61 - 62 - 71 - 78 - 80 - 90;;;;
2132;DISPONIBLE;21 - 23 - 34 - 39 - 40 - 50 - 76 - 77 - 79 - 82;17 - 22 - 23 - 27 - 56 - 60 - 74 - 77 - 87 - 89;;;;
2133;DISPONIBLE;05 - 06 - 16 - 41 - 46 - 73 - 79 - 81 - 84 - 88;01 - 07 - 09 - 13 - 21 - 27 - 29 - 55 - 82 - 90;;;;
2134;DISPONIBLE;04 - 07 - 10 - 13 - 36 - 38 - 52 - 53 - 73 - 76;02 - 12 - 16 - 20 - 21 - 51 - 52 - 60 - 78 - 88;;;;
2135;DISPONIBLE;10 - 12 - 13 - 17 - 34 - 35 - 47 - 48 - 70 - 87;02 - 07 - 12 - 30 - 34 - 50 - 65 - 70 - 82 - 85;;;;
2136;DISPONIBLE;01 - 03 - 18 - 25 - 43 - 48 - 55 - 61 - 82 - 86;20 - 27 - 36 - 40 - 42 - 72 - 77 - 79 - 83 - 89;;;;
2137;DISPONIBLE;08 - 09 - 22 - 33 - 45 - 54 - 77 - 80 - 86 - 90;09 - 33 - 47 - 49 - 54 - 56 - 57 - 58 - 75 - 85;;;;
2138;DISPONIBLE;08 - 14 - 24 - 34 - 39 - 53 - 55 - 59 - 60 - 85;25 - 36 - 45 - 47 - 52 - 53 - 67 - 69 - 76 - 82;;;;
2139;DISPONIBLE;09 - 26 - 30 - 36 - 41 - 51 - 55 - 65 - 69 - 90;04 - 32 - 35 - 37 - 38 - 41 - 59 - 78 - 82 - 86;;;;
2140;DISPONIBLE;19 - 20 - 24 - 26 - 38 - 59 - 65 - 78 - 79 - 85;08 - 18 - 21 - 25 - 30 - 38 - 64 - 83 - 85 - 87;;;;
2141;DISPONIBLE;03 - 05 - 10 - 18 - 21 - 40 - 42 - 50 - 58 - 61;02 - 07 - 11 - 21 - 23 - 32 - 40 - 74 - 79 - 87;;;;
2142;DISPONIBLE;02 - 16 - 17 - 46 - 49 - 55 - 62 - 71 - 79 - 80;05 - 33 - 52 - 56 - 58 - 60 - 64 - 68 - 70 - 72;;;;
2143;DISPONIBLE;04 - 27 - 41 - 42 - 56 - 57 - 58 - 60 - 69 - 86;15 - 36 - 46 - 63 - 64 - 65 - 73 - 75 - 82 - 85;;;;
2144;DISPONIBLE;09 - 24 - 25 - 43 - 50 - 57 - 58 - 66 - 71 - 79;16 - 22 - 24 - 32 - 53 - 54 - 60 - 62 - 80 - 81;;;;
2145;DISPONIBLE;09 - 26 - 33 - 38 - 54 - 64 - 65 - 75 - 81 - 85;06 - 08 - 19 - 32 - 35 - 46 - 48 - 69 - 86 - 89;;;;
2146;DISPONIBLE;08 - 12 - 19 - 24 - 28 - 29 - 33 - 80 - 89 - 90;18 - 24 - 36 - 38 - 44 - 46 - 53 - 72 - 82 - 84;;;;
2147;DISPONIBLE;03 - 12 - 17 - 22 - 23 - 25 - 33 - 64 - 72 - 84;02 - 15 - 23 - 37 - 45 - 48 - 49 - 61 - 65 - 73;;;;
2148;DISPONIBLE;21 - 25 - 27 - 28 - 46 - 62 - 63 - 75 - 76 - 88;04 - 15 - 30 - 35 - 36 - 54 - 59 - 66 - 82 - 89;;;;
2149;DISPONIBLE;02 - 04 - 10 - 20 - 25 - 27 - 29 - 44 - 46 - 65;15 - 32 - 39 - 42 - 50 - 65 - 66 - 67 - 75 - 80;;;;
2150;DISPONIBLE;04 - 06 - 08 - 31 - 35 - 55 - 61 - 65 - 66 - 74;05 - 13 - 15 - 19 - 42 - 48 - 65 - 78 - 84 - 87;;;;
2151;DISPONIBLE;04 - 10 - 13 - 20 - 22 - 36 - 41 - 43 - 53 - 57;06 - 16 - 21 - 25 - 35 - 36 - 37 - 44 - 66 - 88;;;;
