Carton;Estado;Linea A;Linea B;Linea C;Comprador;Localidad;Pago
2012;DISPONIBLE;01 - 06 - 08 - 09 - 13 - 33 - 39 - 70 - 76 - 86;01 - 19 - 27 - 40 - 47 - 51 - 55 - 62 - 80 - 82;;;;
2013;DISPONIBLE;02 - 22 - 29 - 34 - 36 - 44 - 52 - 60 - 64 - 72;08 - 12 - 28 - 45 - 47 - 55 - 56 - 63 - 71 - 86;;;;
2014;DISPONIBLE;06 - 22 - 30 - 32 - 34 - 41 - 57 - 59 - 70 - 71;07 - 08 - 52 - 57 - 63 - 66 - 68 - 77 - 86 - 90;;;;
2015;DISPONIBLE;06 - 10 - 16 - 37 - 44 - 45 - 58 - 69 - 74 - 82;03 - 23 - 30 - 33 - 34 - 37 - 38 - 53 - 80 - 90;;;;
2016;DISPONIBLE;02 - 07 - 10 - 13 - 31 - 44 - 47 - 52 - 64 - 80;05 - 19 - 32 - 40 - 45 - 47 - 53 - 63 - 89 - 90;;;;
2017;DISPONIBLE;02 - 09 - 19 - 29 - 43 - 45 - 48 - 60 - 74 - 89;03 - 17 - 42 - 51 - 57 - 60 - 62 - 71 - 87 - 89;;;;
2018;DISPONIBLE;05 - 15 - 31 - 56 - 60 - 62 - 65 - 68 - 69 - 88;02 - 06 - 27 - 32 - 43 - 48 - 51 - 72 - 81 - 87;;;;
2019;DISPONIBLE;17 - 22 - 24 - 25 - 46 - 48 - 49 - 50 - 52 - 78;02 - 05 - 07 - 26 - 42 - 54 - 70 - 75 - 81 - 85;;;;
2020;DISPONIBLE;11 - 17 - 23 - 33 - 36 - 50 - 56 - 65 - 81 - 88;12 - 25 - 43 - 57 - 59 - 65 - 71 - 86 - 88 - 89;;;;
2021;DISPONIBLE;01 - 06 - 15 - 30 - 45 - 55 - 63 - 75 - 82 - 87;02 - 05 - 20 - 23 - 29 - 32 - 34 - 39 - 41 - 50;;;;
2022;DISPONIBLE;03 - 13 - 23 - 31 - 35 - 44 - 62 - 65 - 82 - 84;05 - 11 - 14 - 22 - 25 - 34 - 37 - 51 - 60 - 80;;;;
2023;DISPONIBLE;08 - 13 - 15 - 16 - 18 - 44 - 52 - 62 - 65 - 85;01 - 13 - 15 - 27 - 28 - 60 - 61 - 65 - 79 - 83;;;;
2024;DISPONIBLE;01 - 04 - 25 - 28 - 32 - 39 - 41 - 57 - 69 - 77;03 - 14 - 20 - 27 - 40 - 47 - 49 - 51 - 78 - 87;;;;
2025;DISPONIBLE;13 - 14 - 16 - 42 - 54 - 55 - 56 - 57 - 70 - 82;04 - 23 - 30 - 38 - 42 - 54 - 58 - 65 - 74 - 90;;;;
2026;DISPONIBLE;05 - 10 - 19 - 25 - 26 - 29 - 34 - 53 - 55 - 58;01 - 05 - 21 - 27 - 54 - 68 - 77 - 85 - 86 - 87;;;;
2027;DISPONIBLE;15 - 16 - 23 - 30 - 44 - 45 - 60 - 64 - 70 - 83;01 - 02 - 29 - 35 - 41 - 44 - 58 - 70 - 76 - 81;;;;
2028;DISPONIBLE;04 - 15 - 16 - 21 - 32 - 39 - 69 - 70 - 76 - 83;11 - 15 - 18 - 33 - 58 - 59 - 61 - 78 - 82 - 90;;;;
2029;DISPONIBLE;09 - 12 - 16 - 32 - 37 - 45 - 57 - 67 - 70 - 75;11 - 21 - 34 - 43 - 47 - 69 - 73 - 78 - 80 - 83;;;;
2030;DISPONIBLE;08 - 28 - 37 - 40 - 45 - 58 - 64 - 67 - 70 - 88;02 - 11 - 22 - 23 - 31 - 32 - 49 - 84 - 86 - 88;;;;
2031;DISPONIBLE;05 - 06 - 21 - 28 - 42 - 75 - 82 - 84 - 86 - 90;22 - 32 - 35 - 62 - 65 - 76 - 81 - 82 - 83 - 89;;;;
2032;DISPONIBLE;19 - 20 - 23 - 25 - 26 - 28 - 51 - 68 - 69 - 87;21 - 30 - 54 - 58 - 59 - 60 - 66 - 70 - 77 - 81;;;;
2033;DISPONIBLE;06 - 11 - 15 - 20 - 23 - 45 - 48 - 53 - 68 - 71;02 - 29 - 37 - 46 - 55 - 61 - 62 - 70 - 86 - 90;;;;
2034;DISPONIBLE;01 - 15 - 44 - 51 - 52 - 56 - 68 - 75 - 77 - 83;07 - 17 - 23 - 27 - 32 - 47 - 67 - 72 - 85 - 90;;;;
2035;DISPONIBLE;07 - 24 - 25 - 26 - 28 - 31 - 50 - 63 - 82 - 85;26 - 31 - 46 - 50 - 54 - 64 - 67 - 75 - 83 - 90;;;;
2036;DISPONIBLE;06 - 14 - 23 - 29 - 33 - 35 - 59 - 73 - 78 - 79;01 - 08 - 11 - 13 - 45 - 52 - 53 - 70 - 71 - 88;;;;
2037;DISPONIBLE;16 - 28 - 32 - 34 - 60 - 67 - 70 - 73 - 83 - 85;05 - 17 - 20 - 23 - 43 - 50 - 52 - 68 - 78 - 83;;;;
2038;DISPONIBLE;06 - 15 - 43 - 49 - 74 - 75 - 76 - 78 - 80 - 85;11 - 12 - 15 - 37 - 42 - 48 - 49 - 52 - 88 - 89;;;;
2039;DISPONIBLE;20 - 31 - 49 - 51 - 60 - 68 - 73 - 74 - 81 - 85;05 - 19 - 37 - 42 - 48 - 52 - 59 - 64 - 82 - 84;;;;
2040;DISPONIBLE;09 - 12 - 13 - 65 - 69 - 76 - 81 - 85 - 86 - 87;16 - 34 - 44 - 51 - 52 - 57 - 70 - 77 - 85 - 88;;;;
2041;DISPONIBLE;02 - 03 - 11 - 13 - 16 - 44 - 53 - 59 - 70 - 72;07 - 10 - 15 - 33 - 38 - 39 - 42 - 64 - 76 - 82;;;;
2042;DISPONIBLE;01 - 14 - 19 - 22 - 23 - 25 - 52 - 57 - 76 - 88;05 - 10 - 23 - 25 - 51 - 80 - 81 - 82 - 83 - 86;;;;
2043;DISPONIBLE;05 - 10 - 26 - 27 - 30 - 51 - 57 - 64 - 70 - 73;04 - 25 - 32 - 36 - 53 - 60 - 61 - 65 - 72 - 79;;;;
2044;DISPONIBLE;05 - 26 - 29 - 30 - 48 - 54 - 56 - 76 - 88 - 89;05 - 11 - 45 - 49 - 59 - 64 - 67 - 72 - 85 - 86;;;;
2045;DISPONIBLE;15 - 17 - 21 - 28 - 49 - 52 - 58 - 62 - 79 - 81;17 - 35 - 57 - 61 - 62 - 64 - 70 - 71 - 79 - 88;;;;
2046;DISPONIBLE;01 - 18 - 23 - 24 - 31 - 33 - 55 - 71 - 75 - 83;05 - 11 - 38 - 44 - 45 - 47 - 48 - 59 - 61 - 83;;;;
2047;DISPONIBLE;29 - 31 - 33 - 38 - 40 - 46 - 49 - 54 - 61 - 67;10 - 21 - 30 - 31 - 40 - 51 - 53 - 66 - 68 - 89;;;;
2048;DISPONIBLE;02 - 10 - 17 - 19 - 38 - 47 - 56 - 70 - 72 - 80;03 - 04 - 15 - 16 - 18 - 21 - 24 - 30 - 41 - 81;;;;
2049;DISPONIBLE;01 - 25 - 29 - 33 - 38 - 61 - 63 - 68 - 76 - 77;05 - 08 - 13 - 16 - 22 - 40 - 45 - 57 - 65 - 74;;;;
2050;DISPONIBLE;06 - 11 - 20 - 27 - 30 - 36 - 65 - 73 - 75 - 84;06 - 09 - 28 - 30 - 50 - 53 - 62 - 66 - 83 - 87;;;;
2051;DISPONIBLE;14 - 16 - 33 - 36 - 38 - 49 - 52 - 56 - 68 - 90;09 - 12 - 13 - 33 - 54 - 55 - 58 - 74 - 77 - 78;;;;
2052;DISPONIBLE;08 - 14 - 17 - 24 - 39 - 40 - 46 - 53 - 75 - 82;19 - 31 - 33 - 38 - 46 - 49 - 55 - 57 - 68 - 72;;;;
2053;DISPONIBLE;14 - 15 - 25 - 28 - 35 - 50 - 54 - 71 - 80 - 88;04 - 05 - 17 - 24 - 29 - 35 - 59 - 61 - 67 - 85;;;;
2054;DISPONIBLE;01 - 07 - 10 - 19 - 35 - 36 - 50 - 68 - 83 - 90;05 - 30 - 39 - 45 - 46 - 53 - 63 - 66 - 72 - 88;;;;
2055;DISPONIBLE;14 - 28 - 39 - 49 - 52 - 62 - 64 - 77 - 81 - 83;03 - 04 - 15 - 22 - 51 - 52 - 54 - 63 - 87 - 89;;;;
2056;DISPONIBLE;15 - 43 - 48 - 57 - 59 - 65 - 71 - 80 - 83 - 90;06 - 11 - 13 - 14 - 30 - 40 - 66 - 69 - 74 - 85;;;;
2057;DISPONIBLE;06 - 12 - 15 - 31 - 36 - 38 - 44 - 45 - 63 - 65;10 - 28 - 32 - 41 - 46 - 49 - 54 - 56 - 62 - 78;;;;
2058;DISPONIBLE;03 - 09 - 14 - 23 - 34 - 41 - 57 - 74 - 77 - 81;11 - 12 - 13 - 23 - 27 - 34 - 39 - 40 - 54 - 84;;;;
2059;DISPONIBLE;05 - 07 - 11 - 13 - 15 - 20 - 37 - 40 - 51 - 87;12 - 21 - 35 - 39 - 42 - 44 - 52 - 55 - 57 - 58;;;;
2060;DISPONIBLE;08 - 17 - 36 - 40 - 46 - 66 - 76 - 81 - 87 - 89;01 - 06 - 11 - 13 - 28 - 33 - 51 - 71 - 77 - 84;;;;
2061;DISPONIBLE;13 - 16 - 27 - 40 - 51 - 54 - 58 - 64 - 65 - 86;01 - 09 - 16 - 36 - 38 - 48 - 60 - 81 - 87 - 89;;;;
2062;DISPONIBLE;25 - 31 - 35 - 38 - 42 - 48 - 62 - 64 - 77 - 89;14 - 15 - 18 - 25 - 30 - 34 - 43 - 66 - 67 - 77;;;;
2063;DISPONIBLE;13 - 16 - 21 - 25 - 43 - 55 - 57 - 58 - 67 - 80;24 - 26 - 32 - 41 - 54 - 63 - 67 - 70 - 73 - 78;;;;
2064;DISPONIBLE;15 - 21 - 29 - 30 - 47 - 56 - 63 - 68 - 72 - 80;12 - 22 - 38 - 46 - 50 - 60 - 82 - 83 - 86 - 90;;;;
2065;DISPONIBLE;03 - 22 - 23 - 26 - 29 - 39 - 44 - 48 - 88 - 90;02 - 10 - 11 - 20 - 22 - 37 - 38 - 53 - 69 - 75;;;;
2066;DISPONIBLE;01 - 06 - 14 - 21 - 31 - 44 - 57 - 78 - 80 - 89;11 - 25 - 38 - 39 - 47 - 50 - 79 - 84 - 86 - 88;;;;
2067;DISPONIBLE;20 - 33 - 34 - 47 - 58 - 67 - 79 - 80 - 86 - 89;07 - 09 - 12 - 14 - 18 - 22 - 38 - 57 - 66 - 77;;;;
2068;DISPONIBLE;03 - 05 - 31 - 33 - 58 - 66 - 73 - 74 - 79 - 88;03 - 04 - 15 - 23 - 24 - 45 - 46 - 62 - 71 - 84;;;;
2069;DISPONIBLE;05 - 15 - 24 - 27 - 37 - 38 - 45 - 52 - 60 - 62;04 - 07 - 23 - 27 - 45 - 47 - 65 - 71 - 78 - 81;;;;
2070;DISPONIBLE;06 - 17 - 26 - 33 - 46 - 57 - 63 - 69 - 76 - 82;17 - 23 - 39 - 50 - 57 - 58 - 60 - 69 - 70 - 82;;;;
2071;DISPONIBLE;11 - 24 - 38 - 39 - 42 - 43 - 62 - 65 - 78 - 83;08 - 10 - 22 - 23 - 50 - 73 - 75 - 78 - 85 - 88;;;;
2072;DISPONIBLE;20 - 29 - 41 - 64 - 65 - 70 - 71 - 81 - 86 - 88;03 - 07 - 17 - 42 - 48 - 61 - 63 - 68 - 76 - 81;;;;
2073;DISPONIBLE;03 - 16 - 17 - 27 - 30 - 38 - 47 - 76 - 81 - 86;23 - 29 - 47 - 57 - 64 - 68 - 74 - 77 - 86 - 88;;;;
2074;DISPONIBLE;03 - 07 - 13 - 22 - 23 - 37 - 58 - 67 - 71 - 74;03 - 05 - 16 - 19 - 20 - 26 - 51 - 60 - 67 - 87;;;;
2075;DISPONIBLE;04 - 06 - 14 - 26 - 35 - 46 - 61 - 64 - 67 - 73;01 - 04 - 08 - 22 - 29 - 36 - 37 - 44 - 74 - 90;;;;
2076;DISPONIBLE;06 - 11 - 13 - 26 - 27 - 34 - 55 - 59 - 61 - 66;28 - 53 - 56 - 58 - 65 - 68 - 70 - 71 - 72 - 85;;;;
2077;DISPONIBLE;13 - 19 - 46 - 52 - 64 - 67 - 76 - 80 - 81 - 89;23 - 24 - 30 - 45 - 59 - 70 - 74 - 76 - 77 - 83;;;;
2078;DISPONIBLE;09 - 17 - 29 - 36 - 38 - 39 - 50 - 68 - 80 - 89;09 - 12 - 25 - 33 - 37 - 39 - 51 - 56 - 57 - 77;;;;
2079;DISPONIBLE;18 - 34 - 35 - 40 - 48 - 54 - 66 - 68 - 71 - 72;08 - 09 - 20 - 22 - 30 - 45 - 51 - 75 - 76 - 85;;;;
2080;DISPONIBLE;08 - 12 - 14 - 18 - 25 - 34 - 55 - 56 - 71 - 84;12 - 26 - 31 - 35 - 38 - 45 - 47 - 61 - 69 - 88;;;;
2081;DISPONIBLE;01 - 03 - 13 - 17 - 22 - 37 - 51 - 68 - 75 - 86;07 - 14 - 18 - 28 - 43 - 60 - 63 - 70 - 74 - 75;;;;
2082;DISPONIBLE;02 - 26 - 29 - 46 - 50 - 56 - 67 - 71 - 72 - 87;08 - 10 - 17 - 26 - 28 - 29 - 56 - 66 - 77 - 90;;;;
2083;DISPONIBLE;06 - 12 - 16 - 22 - 29 - 30 - 31 - 72 - 79 - 90;21 - 35 - 36 - 41 - 46 - 53 - 62 - 81 - 89 - 90;;;;
2084;DISPONIBLE;10 - 13 - 30 - 38 - 43 - 65 - 66 - 67 - 70 - 88;04 - 30 - 39 - 43 - 46 - 49 - 56 - 61 - 73 - 77;;;;
2085;DISPONIBLE;04 - 07 - 09 - 38 - 41 - 47 - 69 - 79 - 80 - 83;22 - 35 - 40 - 42 - 44 - 47 - 49 - 61 - 63 - 76;;;;
2086;DISPONIBLE;02 - 21 - 22 - 23 - 27 - 33 - 41 - 56 - 58 - 64;14 - 22 - 37 - 61 - 64 - 72 - 76 - 80 - 82 - 85;;;;
2087;DISPONIBLE;05 - 08 - 22 - 23 - 31 - 34 - 37 - 69 - 70 - 74;41 - 45 - 53 - 56 - 57 - 65 - 66 - 82 - 88 - 89;;;;
2088;DISPONIBLE;01 - 14 - 22 - 38 - 40 - 50 - 52 - 53 - 56 - 84;04 - 05 - 06 - 09 - 34 - 40 - 45 - 55 - 67 - 79;;;;
2089;DISPONIBLE;11 - 21 - 28 - 30 - 53 - 54 - 77 - 81 - 83 - 86;03 - 16 - 17 - 23 - 32 - 36 - 48 - 49 - 59 - 90;;;;
2090;DISPONIBLE;01 - 03 - 12 - 36 - 40 - 43 - 49 - 58 - 63 - 64;07 - 11 - 15 - 25 - 28 - 44 - 48 - 61 - 66 - 80;;;;
2091;DISPONIBLE;10 - 12 - 20 - 29 - 31 - 38 - 53 - 82 - 84 - 90;03 - 22 - 25 - 37 - 39 - 40 - 59 - 63 - 82 - 88;;;;
2092;DISPONIBLE;03 - 04 - 21 - 25 - 28 - 34 - 36 - 39 - 76 - 84;05 - 19 - 23 - 44 - 46 - 51 - 55 - 61 - 63 - 90;;;;
2093;DISPONIBLE;31 - 36 - 52 - 57 - 59 - 69 - 72 - 74 - 76 - 81;05 - 08 - 11 - 17 - 25 - 30 - 35 - 47 - 71 - 77;;;;
2094;DISPONIBLE;15 - 20 - 30 - 32 - 48 - 56 - 57 - 59 - 72 - 79;02 - 15 - 35 - 45 - 49 - 51 - 70 - 74 - 83 - 89;;;;
2095;DISPONIBLE;08 - 13 - 16 - 17 - 23 - 30 - 49 - 74 - 88 - 90;04 - 11 - 14 - 29 - 36 - 49 - 54 - 64 - 66 - 88;;;;
2096;DISPONIBLE;05 - 06 - 10 - 17 - 36 - 49 - 55 - 73 - 79 - 82;11 - 19 - 33 - 60 - 63 - 68 - 77 - 82 - 83 - 85;;;;
2097;DISPONIBLE;12 - 14 - 15 - 20 - 32 - 38 - 64 - 76 - 80 - 87;03 - 05 - 18 - 22 - 25 - 31 - 50 - 55 - 59 - 61;;;;
2098;DISPONIBLE;20 - 38 - 45 - 50 - 58 - 59 - 64 - 69 - 70 - 90;22 - 31 - 50 - 51 - 53 - 66 - 68 - 75 - 82 - 84;;;;
2099;DISPONIBLE;12 - 15 - 31 - 35 - 42 - 46 - 54 - 57 - 69 - 89;08 - 11 - 17 - 56 - 58 - 66 - 72 - 86 - 88 - 90;;;;
2100;DISPONIBLE;09 - 20 - 30 - 46 - 50 - 62 - 69 - 71 - 78 - 83;03 - 08 - 13 - 26 - 31 - 34 - 44 - 46 - 56 - 88;;;;
2101;DISPONIBLE;06 - 10 - 17 - 20 - 28 - 31 - 52 - 67 - 69 - 87;20 - 22 - 33 - 37 - 46 - 51 - 72 - 75 - 84 - 90;;;;
2102;DISPONIBLE;07 - 23 - 25 - 32 - 48 - 49 - 57 - 63 - 86 - 87;07 - 10 - 15 - 16 - 23 - 44 - 58 - 69 - 78 - 89;;;;
2103;DISPONIBLE;03 - 13 - 24 - 33 - 41 - 46 - 53 - 55 - 59 - 84;05 - 15 - 23 - 42 - 44 - 45 - 48 - 58 - 82 - 83;;;;
2104;DISPONIBLE;03 - 20 - 21 - 27 - 43 - 53 - 56 - 67 - 71 - 75;02 - 03 - 08 - 24 - 29 - 31 - 33 - 54 - 57 - 87;;;;
2105;DISPONIBLE;02 - 04 - 09 - 16 - 28 - 32 - 49 - 53 - 75 - 89;04 - 06 - 08 - 13 - 29 - 43 - 55 - 61 - 72 - 76;;;;
2106;DISPONIBLE;13 - 16 - 33 - 37 - 53 - 57 - 59 - 64 - 66 - 79;02 - 08 - 10 - 13 - 18 - 27 - 60 - 61 - 79 - 89;;;;
2107;DISPONIBLE;02 - 14 - 27 - 29 - 34 - 44 - 55 - 60 - 65 - 88;06 - 39 - 45 - 50 - 56 - 58 - 61 - 69 - 76 - 81;;;;
2108;DISPONIBLE;13 - 16 - 17 - 36 - 37 - 47 - 56 - 62 - 63 - 87;11 - 23 - 28 - 32 - 43 - 48 - 73 - 79 - 84 - 90;;;;
2109;DISPONIBLE;13 - 24 - 26 - 33 - 48 - 51 - 53 - 68 - 72 - 84;09 - 12 - 14 - 19 - 26 - 31 - 43 - 45 - 49 - 77;;;;
2110;DISPONIBLE;16 - 19 - 37 - 42 - 44 - 50 - 66 - 68 - 78 - 82;06 - 18 - 20 - 25 - 34 - 39 - 41 - 44 - 54 - 55;;;;
2111;DISPONIBLE;05 - 07 - 12 - 22 - 34 - 59 - 71 - 72 - 76 - 82;16 - 17 - 22 - 32 - 40 - 67 - 71 - 72 - 80 - 84;;;;
2112;DISPONIBLE;03 - 05 - 20 - 26 - 28 - 30 - 53 - 64 - 74 - 90;01 - 13 - 22 - 23 - 24 - 28 - 53 - 75 - 80 - 85;;;;
2113;DISPONIBLE;05 - 06 - 16 - 25 - 38 - 52 - 68 - 72 - 77 - 82;31 - 38 - 45 - 65 - 66 - 68 - 69 - 72 - 84 - 87;;;;
2114;DISPONIBLE;03 - 09 - 11 - 18 - 24 - 39 - 50 - 62 - 66 - 84;02 - 12 - 19 - 26 - 27 - 37 - 53 - 55 - 80 - 84;;;;
2115;DISPONIBLE;37 - 39 - 42 - 43 - 55 - 59 - 75 - 78 - 79 - 87;06 - 32 - 40 - 44 - 46 - 51 - 68 - 77 - 82 - 89;;;;
2116;DISPONIBLE;05 - 13 - 43 - 49 - 57 - 59 - 64 - 69 - 72 - 81;05 - 12 - 17 - 26 - 35 - 43 - 49 - 59 - 64 - 79;;;;
2117;DISPONIBLE;03 - 18 - 19 - 30 - 31 - 33 - 37 - 55 - 81 - 87;03 - 09 - 15 - 23 - 50 - 51 - 57 - 64 - 72 - 85;;;;
2118;DISPONIBLE;03 - 33 - 34 - 39 - 52 - 61 - 69 - 71 - 74 - 79;10 - 14 - 22 - 31 - 46 - 62 - 71 - 84 - 86 - 90;;;;
2119;DISPONIBLE;06 - 20 - 35 - 36 - 41 - 56 - 64 - 67 - 72 - 79;04 - 06 - 16 - 22 - 23 - 70 - 73 - 74 - 82 - 88;;;;
2120;DISPONIBLE;09 - 10 - 12 - 29 - 33 - 40 - 44 - 62 - 65 - 66;04 - 12 - 20 - 35 - 52 - 55 - 62 - 68 - 70 - 83;;;;
2121;DISPONIBLE;20 - 39 - 42 - 47 - 49 - 50 - 65 - 78 - 80 - 83;26 - 30 - 36 - 37 - 42 - 43 - 50 - 52 - 74 - 80;;;;
2122;DISPONIBLE;04 - 19 - 28 - 30 - 40 - 41 - 60 - 72 - 76 - 82;06 - 11 - 25 - 26 - 55 - 56 - 59 - 68 - 80 - 88;;;;
2123;DISPONIBLE;07 - 31 - 34 - 38 - 39 - 51 - 57 - 69 - 71 - 86;20 - 22 - 36 - 44 - 51 - 58 - 72 - 79 - 84 - 85;;;;
2124;DISPONIBLE;14 - 33 - 39 - 48 - 65 - 71 - 74 - 83 - 87 - 90;04 - 12 - 16 - 19 - 25 - 54 - 64 - 72 - 75 - 81;;;;
2125;DISPONIBLE;01 - 27 - 34 - 38 - 40 - 42 - 64 - 65 - 67 - 88;07 - 11 - 15 - 27 - 40 - 43 - 46 - 49 - 72 - 84;;;;
2126;DISPONIBLE;09 - 17 - 23 - 26 - 28 - 54 - 76 - 77 - 84 - 88;03 - 33 - 34 - 39 - 40 - 44 - 46 - 51 - 59 - 90;;;;
2127;DISPONIBLE;01 - 10 - 15 - 19 - 29 - 52 - 57 - 61 - 79 - 82;10 - 14 - 19 - 24 - 28 - 34 - 49 - 51 - 60 - 72;;;;
2128;DISPONIBLE;05 - 33 - 34 - 37 - 65 - 77 - 81 - 84 - 85 - 88;06 - 07 - 09 - 12 - 17 - 44 - 58 - 65 - 70 - 75;;;;
2129;DISPONIBLE;03 - 08 - 17 - 38 - 46 - 68 - 73 - 74 - 75 - 82;09 - 17 - 32 - 34 - 39 - 43 - 47 - 80 - 84 - 89;;;;
2130;DISPONIBLE;15 - 17 - 26 - 40 - 45 - 56 - 75 - 77 - 82 - 89;14 - 20 - 21 - 23 - 29 - 33 - 37 - 49 - 71 - 86;;;;
2131;DISPONIBLE;24 - 25 - 29 - 35 - 47 - 55 - 59 - 66 - 85 - 89;17 - 20 - 22 - 27 - 29 - 65 - 71 - 73 - 82 - 83;;;;
2132;DISPONIBLE;01 - 03 - 05 - 31 - 54 - 58 - 61 - 70 - 71 - 87;11 - 13 - 24 - 39 - 56 - 61 - 68 - 71 - 81 - 86;;;;
2133;DISPONIBLE;03 - 14 - 19 - 20 - 30 - 31 - 78 - 81 - 88 - 89;02 - 09 - 11 - 30 - 35 - 54 - 68 - 79 - 84 - 86;;;;
2134;DISPONIBLE;04 - 15 - 26 - 30 - 35 - 39 - 56 - 57 - 60 - 66;14 - 23 - 24 - 43 - 45 - 50 - 52 - 55 - 84 - 86;;;;
2135;DISPONIBLE;03 - 43 - 44 - 56 - 60 - 66 - 70 - 72 - 77 - 88;08 - 13 - 18 - 34 - 38 - 45 - 59 - 87 - 88 - 90;;;;
2136;DISPONIBLE;01 - 06 - 12 - 14 - 24 - 49 - 73 - 78 - 83 - 89;12 - 14 - 16 - 23 - 30 - 39 - 45 - 70 - 76 - 84;;;;
2137;DISPONIBLE;11 - 34 - 35 - 37 - 39 - 52 - 55 - 56 - 80 - 84;07 - 08 - 11 - 32 - 42 - 53 - 64 - 73 - 84 - 90;;;;
2138;DISPONIBLE;05 - 09 - 31 - 38 - 45 - 48 - 52 - 54 - 70 - 80;17 - 19 - 27 - 33 - 59 - 64 - 71 - 72 - 78 - 83;;;;
2139;DISPONIBLE;05 - 23 - 27 - 32 - 36 - 45 - 56 - 62 - 71 - 83;05 - 09 - 25 - 26 - 38 - 39 - 47 - 49 - 53 - 64;;;;
2140;DISPONIBLE;10 - 17 - 25 - 26 - 44 - 45 - 49 - 78 - 82 - 89;12 - 21 - 42 - 48 - 49 - 51 - 53 - 59 - 61 - 83;;;;
2141;DISPONIBLE;30 - 37 - 39 - 40 - 41 - 50 - 66 - 68 - 80 - 90;17 - 21 - 29 - 36 - 39 - 53 - 59 - 66 - 71 - 89;;;;
2142;DISPONIBLE;24 - 30 - 32 - 35 - 41 - 43 - 46 - 54 - 65 - 67;04 - 10 - 16 - 18 - 19 - 20 - 43 - 47 - 86 - 88;;;;
2143;DISPONIBLE;19 - 27 - 33 - 34 - 35 - 49 - 60 - 62 - 66 - 76;04 - 23 - 32 - 43 - 45 - 56 - 59 - 60 - 76 - 81;;;;
2144;DISPONIBLE;05 - 07 - 14 - 26 - 31 - 50 - 62 - 74 - 76 - 85;01 - 08 - 13 - 26 - 37 - 40 - 49 - 50 - 55 - 84;;;;
2145;DISPONIBLE;01 - 02 - 06 - 24 - 25 - 36 - 40 - 65 - 69 - 75;03 - 06 - 20 - 31 - 42 - 44 - 53 - 74 - 76 - 87;;;;
2146;DISPONIBLE;06 - 13 - 14 - 17 - 31 - 46 - 50 - 52 - 59 - 78;05 - 30 - 45 - 50 - 51 - 59 - 66 - 79 - 81 - 90;;;;
2147;DISPONIBLE;09 - 12 - 26 - 54 - 55 - 71 - 72 - 74 - 85 - 87;13 - 23 - 34 - 35 - 37 - 50 - 54 - 56 - 65 - 71;;;;
2148;DISPONIBLE;08 - 33 - 44 - 57 - 65 - 71 - 78 - 79 - 82 - 88;01 - 03 - 04 - 11 - 24 - 48 - 66 - 71 - 72 - 89;;;;
2149;DISPONIBLE;10 - 13 - 24 - 26 - 54 - 55 - 69 - 83 - 84 - 86;05 - 10 - 26 - 28 - 30 - 39 - 48 - 61 - 83 - 90;;;;
2150;DISPONIBLE;01 - 09 - 22 - 24 - 26 - 28 - 38 - 46 - 51 - 77;13 - 19 - 21 - 33 - 37 - 39 - 52 - 58 - 64 - 66;;;;
2151;DISPONIBLE;01 - 19 - 21 - 33 - 34 - 49 - 51 - 69 - 79 - 88;01 - 06 - 07 - 13 - 19 - 28 - 41 - 43 - 72 - 81;;;;
